25/4	15+16	loop
7218	1156	0/6
7219	1156	1/6
7220	1156	2/6
7221	1156	3/6
7222	1156	4/6
7223	1156	5/6
7224	X
7225	1157	0/6
7226	1157	1/6
7227	1157	2/6
7228	1157	3/6
7229	1157	4/6
7230	1157	5/6
7231	X
7232	1158	0/5
7233	1158	1/5
7234	1158	2/5
7235	1158	3/5
7236	1158	4/5
7237	1159	0/6
7238	1159	1/6
7239	1159	2/6
7240	1159	3/6
7241	1159	4/6
7242	1159	5/6
7243	1160	0/5
7244	1160	1/5
7245	1160	2/5
7246	1160	3/5
7247	X
7248	1160	4/5
7249	1161	0/6
7250	1161	1/6
7251	X
7252	1161	2/6
7253	1161	3/6
7254	1161	4/6
7255	1161	5/6
7256	1162	0/6
7257	1162	1/6
7258	1162	2/6
7259	1162	3/6
7260	1162	4/6
7261	1162	5/6
7262	1163	0/5
7263	X
7264	1163	1/5
7265	1163	2/5
7266	1163	3/5
7267	1163	4/5
7268	1164	0/6
7269	1164	1/6
7270	1164	2/6
7271	1164	3/6
7272	1164	4/6
7273	1164	5/6
7274	1165	0/6
7275	1165	1/6
7276	1165	2/6
7277	X
7278	1165	3/6
7279	X
7280	1165	4/6
7281	1165	5/6
7282	1166	0/5
7283	1166	1/5
7284	1166	2/5
7285	1166	3/5
7286	1166	4/5
7287	1167	0/6
7288	1167	1/6
7289	1167	2/6
7290	1167	3/6
7291	1167	4/6
7292	1167	5/6
7293	1168	0/5
7294	1168	1/5
7295	X
7296	1168	2/5
7297	1168	3/5
7298	1168	4/5
7299	1169	0/6
7300	1169	1/6
7301	1169	2/6
7302	1169	3/6
7303	1169	4/6
7304	X
7305	1169	5/6
7306	1170	0/6
7307	1170	1/6
7308	1170	2/6
7309	1170	3/6
7310	1170	4/6
7311	X
7312	1170	5/6
7313	1171	0/5
7314	1171	1/5
7315	1171	2/5
7316	1171	3/5
7317	1171	4/5
7318	1172	0/6
7319	1172	1/6
7320	1172	2/6
7321	1172	3/6
7322	1172	4/6
7323	1172	5/6
7324	1173	0/6
7325	1173	1/6
7326	1173	2/6
7327	X
7328	1173	3/6
7329	1173	4/6
7330	1173	5/6
7331	X
7332	1174	0/5
7333	1174	1/5
7334	1174	2/5
7335	1174	3/5
7336	1174	4/5
7337	1175	0/6
7338	1175	1/6
7339	1175	2/6
7340	1175	3/6
7341	1175	4/6
7342	1175	5/6
7343	X
7344	1176	0/5
7345	1176	1/5
7346	1176	2/5
7347	1176	3/5
7348	1176	4/5
7349	1177	0/6
7350	1177	1/6
7351	1177	2/6
7352	1177	3/6
7353	1177	4/6
7354	1177	5/6
7355	1178	0/6
7356	1178	1/6
7357	X
7358	1178	2/6
7359	X
7360	1178	3/6
7361	1178	4/6
7362	1178	5/6
7363	1179	0/5
7364	1179	1/5
7365	1179	2/5
7366	1179	3/5
7367	1179	4/5
7368	1180	0/6
7369	1180	1/6
7370	1180	2/6
7371	1180	3/6
7372	1180	4/6
7373	1180	5/6
7374	1181	0/6
7375	X
7376	1181	1/6
7377	1181	2/6
7378	1181	3/6
7379	1181	4/6
7380	1181	5/6
7381	1182	0/5
7382	1182	1/5
7383	1182	2/5
7384	X
7385	1182	3/5
7386	1182	4/5
7387	1183	0/6
7388	1183	1/6
7389	1183	2/6
7390	1183	3/6
7391	X
7392	1183	4/6
7393	1183	5/6
7394	1184	0/5
7395	1184	1/5
7396	1184	2/5
7397	1184	3/5
7398	1184	4/5
7399	1185	0/6
7400	1185	1/6
7401	1185	2/6
7402	1185	3/6
7403	1185	4/6
7404	1185	5/6
7405	1186	0/6
7406	1186	1/6
7407	X
7408	1186	2/6
7409	1186	3/6
7410	1186	4/6
7411	X
7412	1186	5/6
7413	1187	0/5
7414	1187	1/5
7415	1187	2/5
7416	1187	3/5
7417	1187	4/5
7418	1188	0/6
7419	1188	1/6
7420	1188	2/6
7421	1188	3/6
7422	1188	4/6
7423	X
7424	1188	5/6
7425	1189	0/6
7426	1189	1/6
7427	1189	2/6
7428	1189	3/6
7429	1189	4/6
7430	1189	5/6
7431	1190	0/5
7432	1190	1/5
7433	1190	2/5
7434	1190	3/5
7435	1190	4/5
7436	1191	0/6
7437	X
7438	1191	1/6
7439	X
7440	1191	2/6
7441	1191	3/6
7442	1191	4/6
7443	1191	5/6
7444	1192	0/5
7445	1192	1/5
7446	1192	2/5
7447	1192	3/5
7448	1192	4/5
7449	1193	0/6
7450	1193	1/6
7451	1193	2/6
7452	1193	3/6
7453	1193	4/6
7454	1193	5/6
7455	X
7456	1194	0/6
7457	1194	1/6
7458	1194	2/6
7459	1194	3/6
7460	1194	4/6
7461	1194	5/6
7462	1195	0/5
7463	1195	1/5
7464	X
7465	1195	2/5
7466	1195	3/5
7467	1195	4/5
7468	1196	0/6
7469	1196	1/6
7470	1196	2/6
7471	X
7472	1196	3/6
7473	1196	4/6
7474	1196	5/6
7475	1197	0/6
7476	1197	1/6
7477	1197	2/6
7478	1197	3/6
7479	1197	4/6
7480	1197	5/6
7481	1198	0/5
7482	1198	1/5
7483	1198	2/5
7484	1198	3/5
7485	1198	4/5
7486	1199	0/6
7487	X
7488	1199	1/6
7489	1199	2/6
7490	1199	3/6
7491	X
7492	1199	4/6
7493	1199	5/6
7494	1200	0/5
7495	1200	1/5
7496	1200	2/5
7497	1200	3/5
7498	1200	4/5
7499	1201	0/6
7500	1201	1/6
7501	1201	2/6
7502	1201	3/6
7503	X
7504	1201	4/6
7505	1201	5/6
7506	1202	0/6
7507	1202	1/6
7508	1202	2/6
7509	1202	3/6
7510	1202	4/6
7511	1202	5/6
7512	1203	0/5
7513	1203	1/5
7514	1203	2/5
7515	1203	3/5
7516	1203	4/5
7517	X
7518	1204	0/6
7519	X
7520	1204	1/6
7521	1204	2/6
7522	1204	3/6
7523	1204	4/6
7524	1204	5/6
7525	1205	0/6
7526	1205	1/6
7527	1205	2/6
7528	1205	3/6
7529	1205	4/6
7530	1205	5/6
7531	1206	0/5
7532	1206	1/5
7533	1206	2/5
7534	1206	3/5
7535	X
7536	1206	4/5
7537	1207	0/6
7538	1207	1/6
7539	1207	2/6
7540	1207	3/6
7541	1207	4/6
7542	1207	5/6
7543	1208	0/5
7544	X
7545	1208	1/5
7546	1208	2/5
7547	1208	3/5
7548	1208	4/5
7549	1209	0/6
7550	1209	1/6
7551	X
7552	1209	2/6
7553	1209	3/6
7554	1209	4/6
7555	1209	5/6
7556	1210	0/6
7557	1210	1/6
7558	1210	2/6
7559	1210	3/6
7560	1210	4/6
7561	1210	5/6
7562	1211	0/5
7563	1211	1/5
7564	1211	2/5
7565	1211	3/5
7566	1211	4/5
7567	X
7568	1212	0/6
7569	1212	1/6
7570	1212	2/6
7571	X
7572	1212	3/6
7573	1212	4/6
7574	1212	5/6
7575	1213	0/6
7576	1213	1/6
7577	1213	2/6
7578	1213	3/6
7579	1213	4/6
7580	1213	5/6
7581	1214	0/5
7582	1214	1/5
7583	X
7584	1214	2/5
7585	1214	3/5
7586	1214	4/5
7587	1215	0/6
7588	1215	1/6
7589	1215	2/6
7590	1215	3/6
7591	1215	4/6
7592	1215	5/6
7593	1216	0/5
7594	1216	1/5
7595	1216	2/5
7596	1216	3/5
7597	X
7598	1216	4/5
7599	X
7600	1217	0/6
7601	1217	1/6
7602	1217	2/6
7603	1217	3/6
7604	1217	4/6
7605	1217	5/6
7606	1218	0/6
7607	1218	1/6
7608	1218	2/6
7609	1218	3/6
7610	1218	4/6
7611	1218	5/6
7612	1219	0/5
7613	1219	1/5
7614	1219	2/5
7615	X
7616	1219	3/5
7617	1219	4/5
7618	1220	0/6
7619	1220	1/6
7620	1220	2/6
7621	1220	3/6
7622	1220	4/6
7623	1220	5/6
7624	X
7625	1221	0/6
7626	1221	1/6
7627	1221	2/6
7628	1221	3/6
7629	1221	4/6
7630	1221	5/6
7631	X
7632	1222	0/5
7633	1222	1/5
7634	1222	2/5
7635	1222	3/5
7636	1222	4/5
7637	1223	0/6
7638	1223	1/6
7639	1223	2/6
7640	1223	3/6
7641	1223	4/6
7642	1223	5/6
7643	1224	0/5
7644	1224	1/5
7645	1224	2/5
7646	1224	3/5
7647	X
7648	1224	4/5
7649	1225	0/6
7650	1225	1/6
7651	X
7652	1225	2/6
7653	1225	3/6
7654	1225	4/6
7655	1225	5/6
7656	1226	0/6
7657	1226	1/6
7658	1226	2/6
7659	1226	3/6
7660	1226	4/6
7661	1226	5/6
7662	1227	0/5
7663	X
7664	1227	1/5
7665	1227	2/5
7666	1227	3/5
7667	1227	4/5
7668	1228	0/6
7669	1228	1/6
7670	1228	2/6
7671	1228	3/6
7672	1228	4/6
7673	1228	5/6
7674	1229	0/6
7675	1229	1/6
7676	1229	2/6
7677	X
7678	1229	3/6
7679	X
7680	1229	4/6
7681	1229	5/6
7682	1230	0/5
7683	1230	1/5
7684	1230	2/5
7685	1230	3/5
7686	1230	4/5
7687	1231	0/6
7688	1231	1/6
7689	1231	2/6
7690	1231	3/6
7691	1231	4/6
7692	1231	5/6
7693	1232	0/5
7694	1232	1/5
7695	X
7696	1232	2/5
7697	1232	3/5
7698	1232	4/5
7699	1233	0/6
7700	1233	1/6
7701	1233	2/6
7702	1233	3/6
7703	1233	4/6
7704	X
7705	1233	5/6
7706	1234	0/6
7707	1234	1/6
7708	1234	2/6
7709	1234	3/6
7710	1234	4/6
7711	X
7712	1234	5/6
7713	1235	0/5
7714	1235	1/5
7715	1235	2/5
7716	1235	3/5
7717	1235	4/5
7718	1236	0/6
7719	1236	1/6
7720	1236	2/6
7721	1236	3/6
7722	1236	4/6
7723	1236	5/6
7724	1237	0/6
7725	1237	1/6
7726	1237	2/6
7727	X
7728	1237	3/6
7729	1237	4/6
7730	1237	5/6
7731	X
7732	1238	0/5
7733	1238	1/5
7734	1238	2/5
7735	1238	3/5
7736	1238	4/5
7737	1239	0/6
7738	1239	1/6
7739	1239	2/6
7740	1239	3/6
7741	1239	4/6
7742	1239	5/6
7743	X
7744	1240	0/5
7745	1240	1/5
7746	1240	2/5
7747	1240	3/5
7748	1240	4/5
7749	1241	0/6
7750	1241	1/6
7751	1241	2/6
7752	1241	3/6
7753	1241	4/6
7754	1241	5/6
7755	1242	0/6
7756	1242	1/6
7757	X
7758	1242	2/6
7759	X
7760	1242	3/6
7761	1242	4/6
7762	1242	5/6
7763	1243	0/5
7764	1243	1/5
7765	1243	2/5
7766	1243	3/5
7767	1243	4/5
7768	1244	0/6
7769	1244	1/6
7770	1244	2/6
7771	1244	3/6
7772	1244	4/6
7773	1244	5/6
7774	1245	0/6
7775	X
7776	1245	1/6
7777	1245	2/6
7778	1245	3/6
7779	1245	4/6
7780	1245	5/6
7781	1246	0/5
7782	1246	1/5
7783	1246	2/5
7784	X
7785	1246	3/5
7786	1246	4/5
7787	1247	0/6
7788	1247	1/6
7789	1247	2/6
7790	1247	3/6
7791	X
7792	1247	4/6
7793	1247	5/6
7794	1248	0/5
7795	1248	1/5
7796	1248	2/5
7797	1248	3/5
7798	1248	4/5
7799	1249	0/6
7800	1249	1/6
7801	1249	2/6
7802	1249	3/6
7803	1249	4/6
7804	1249	5/6
7805	1250	0/6
7806	1250	1/6
7807	X
7808	1250	2/6
7809	1250	3/6
7810	1250	4/6
7811	X
7812	1250	5/6
7813	1251	0/5
7814	1251	1/5
7815	1251	2/5
7816	1251	3/5
7817	1251	4/5
7818	1252	0/6
7819	1252	1/6
7820	1252	2/6
7821	1252	3/6
7822	1252	4/6
7823	X
7824	1252	5/6
7825	1253	0/6
7826	1253	1/6
7827	1253	2/6
7828	1253	3/6
7829	1253	4/6
7830	1253	5/6
7831	1254	0/5
7832	1254	1/5
7833	1254	2/5
7834	1254	3/5
7835	1254	4/5
7836	1255	0/6
7837	X
7838	1255	1/6
7839	X
7840	1255	2/6
7841	1255	3/6
7842	1255	4/6
7843	1255	5/6
7844	1256	0/5
7845	1256	1/5
7846	1256	2/5
7847	1256	3/5
7848	1256	4/5
7849	1257	0/6
7850	1257	1/6
7851	1257	2/6
7852	1257	3/6
7853	1257	4/6
7854	1257	5/6
7855	X
7856	1258	0/6
7857	1258	1/6
7858	1258	2/6
7859	1258	3/6
7860	1258	4/6
7861	1258	5/6
7862	1259	0/5
7863	1259	1/5
7864	X
7865	1259	2/5
7866	1259	3/5
7867	1259	4/5
7868	1260	0/6
7869	1260	1/6
7870	1260	2/6
7871	X
7872	1260	3/6
7873	1260	4/6
7874	1260	5/6
7875	1261	0/6
7876	1261	1/6
7877	1261	2/6
7878	1261	3/6
7879	1261	4/6
7880	1261	5/6
7881	1262	0/5
7882	1262	1/5
7883	1262	2/5
7884	1262	3/5
7885	1262	4/5
7886	1263	0/6
7887	X
7888	1263	1/6
7889	1263	2/6
7890	1263	3/6
7891	X
7892	1263	4/6
7893	1263	5/6
7894	1264	0/5
7895	1264	1/5
7896	1264	2/5
7897	1264	3/5
7898	1264	4/5
7899	1265	0/6
7900	1265	1/6
7901	1265	2/6
7902	1265	3/6
7903	X
7904	1265	4/6
7905	1265	5/6
7906	1266	0/6
7907	1266	1/6
7908	1266	2/6
7909	1266	3/6
7910	1266	4/6
7911	1266	5/6
7912	1267	0/5
7913	1267	1/5
7914	1267	2/5
7915	1267	3/5
7916	1267	4/5
7917	X
7918	1268	0/6
7919	X
7920	1268	1/6
7921	1268	2/6
7922	1268	3/6
7923	1268	4/6
7924	1268	5/6
7925	1269	0/6
7926	1269	1/6
7927	1269	2/6
7928	1269	3/6
7929	1269	4/6
7930	1269	5/6
7931	1270	0/5
7932	1270	1/5
7933	1270	2/5
7934	1270	3/5
7935	X
7936	1270	4/5
7937	1271	0/6
7938	1271	1/6
7939	1271	2/6
7940	1271	3/6
7941	1271	4/6
7942	1271	5/6
7943	1272	0/5
7944	X
7945	1272	1/5
7946	1272	2/5
7947	1272	3/5
7948	1272	4/5
7949	1273	0/6
7950	1273	1/6
7951	X
7952	1273	2/6
7953	1273	3/6
7954	1273	4/6
7955	1273	5/6
7956	1274	0/6
7957	1274	1/6
7958	1274	2/6
7959	1274	3/6
7960	1274	4/6
7961	1274	5/6
7962	1275	0/5
7963	1275	1/5
7964	1275	2/5
7965	1275	3/5
7966	1275	4/5
7967	X
7968	1276	0/6
7969	1276	1/6
7970	1276	2/6
7971	X
7972	1276	3/6
7973	1276	4/6
7974	1276	5/6
7975	1277	0/6
7976	1277	1/6
7977	1277	2/6
7978	1277	3/6
7979	1277	4/6
7980	1277	5/6
7981	1278	0/5
7982	1278	1/5
7983	X
7984	1278	2/5
7985	1278	3/5
7986	1278	4/5
7987	1279	0/6
7988	1279	1/6
7989	1279	2/6
7990	1279	3/6
7991	1279	4/6
7992	1279	5/6
7993	1280	0/5
7994	1280	1/5
7995	1280	2/5
7996	1280	3/5
7997	X
7998	1280	4/5
7999	X
8000	1281	0/6
8001	1281	1/6
8002	1281	2/6
8003	1281	3/6
8004	1281	4/6
8005	1281	5/6
8006	1282	0/6
8007	1282	1/6
8008	1282	2/6
8009	1282	3/6
8010	1282	4/6
8011	1282	5/6
8012	1283	0/5
8013	1283	1/5
8014	1283	2/5
8015	X
8016	1283	3/5
8017	1283	4/5
8018	1284	0/6
8019	1284	1/6
8020	1284	2/6
8021	1284	3/6
8022	1284	4/6
8023	1284	5/6
8024	X
8025	1285	0/6
8026	1285	1/6
8027	1285	2/6
8028	1285	3/6
8029	1285	4/6
8030	1285	5/6
8031	X
8032	1286	0/5
8033	1286	1/5
8034	1286	2/5
8035	1286	3/5
8036	1286	4/5
8037	1287	0/6
8038	1287	1/6
8039	1287	2/6
8040	1287	3/6
8041	1287	4/6
8042	1287	5/6
8043	1288	0/5
8044	1288	1/5
8045	1288	2/5
8046	1288	3/5
8047	X
8048	1288	4/5
8049	1289	0/6
8050	1289	1/6
8051	X
8052	1289	2/6
8053	1289	3/6
8054	1289	4/6
8055	1289	5/6
8056	1290	0/6
8057	1290	1/6
8058	1290	2/6
8059	1290	3/6
8060	1290	4/6
8061	1290	5/6
8062	1291	0/5
8063	X
8064	1291	1/5
8065	1291	2/5
8066	1291	3/5
8067	1291	4/5
8068	1292	0/6
8069	1292	1/6
8070	1292	2/6
8071	1292	3/6
8072	1292	4/6
8073	1292	5/6
8074	1293	0/6
8075	1293	1/6
8076	1293	2/6
8077	X
8078	1293	3/6
8079	X
8080	1293	4/6
8081	1293	5/6
8082	1294	0/5
8083	1294	1/5
8084	1294	2/5
8085	1294	3/5
8086	1294	4/5
8087	1295	0/6
8088	1295	1/6
8089	1295	2/6
8090	1295	3/6
8091	1295	4/6
8092	1295	5/6
8093	1296	0/5
8094	1296	1/5
8095	X
8096	1296	2/5
8097	1296	3/5
8098	1296	4/5
8099	1297	0/6
8100	1297	1/6
8101	1297	2/6
8102	1297	3/6
8103	1297	4/6
8104	X
8105	1297	5/6
8106	1298	0/6
8107	1298	1/6
8108	1298	2/6
8109	1298	3/6
8110	1298	4/6
8111	X
8112	1298	5/6
8113	1299	0/5
8114	1299	1/5
8115	1299	2/5
8116	1299	3/5
8117	1299	4/5
8118	1300	0/6
8119	1300	1/6
8120	1300	2/6
8121	1300	3/6
8122	1300	4/6
8123	1300	5/6
8124	1301	0/6
8125	1301	1/6
8126	1301	2/6
8127	X
8128	1301	3/6
8129	1301	4/6
8130	1301	5/6
8131	X
8132	1302	0/5
8133	1302	1/5
8134	1302	2/5
8135	1302	3/5
8136	1302	4/5
8137	1303	0/6
8138	1303	1/6
8139	1303	2/6
8140	1303	3/6
8141	1303	4/6
8142	1303	5/6
8143	X
8144	1304	0/5
8145	1304	1/5
8146	1304	2/5
8147	1304	3/5
8148	1304	4/5
8149	1305	0/6
8150	1305	1/6
8151	1305	2/6
8152	1305	3/6
8153	1305	4/6
8154	1305	5/6
8155	1306	0/6
8156	1306	1/6
8157	X
8158	1306	2/6
8159	X
8160	1306	3/6
8161	1306	4/6
8162	1306	5/6
8163	1307	0/5
8164	1307	1/5
8165	1307	2/5
8166	1307	3/5
8167	1307	4/5
8168	1308	0/6
8169	1308	1/6
8170	1308	2/6
8171	1308	3/6
8172	1308	4/6
8173	1308	5/6
8174	1309	0/6
8175	X
8176	1309	1/6
8177	1309	2/6
8178	1309	3/6
8179	1309	4/6
8180	1309	5/6
8181	1310	0/5
8182	1310	1/5
8183	1310	2/5
8184	X
8185	1310	3/5
8186	1310	4/5
8187	1311	0/6
8188	1311	1/6
8189	1311	2/6
8190	1311	3/6
8191	X
8192	1311	4/6
8193	1311	5/6
8194	1312	0/5
8195	1312	1/5
8196	1312	2/5
8197	1312	3/5
8198	1312	4/5
8199	1313	0/6
8200	1313	1/6
8201	1313	2/6
8202	1313	3/6
8203	1313	4/6
8204	1313	5/6
8205	1314	0/6
8206	1314	1/6
8207	X
8208	1314	2/6
8209	1314	3/6
8210	1314	4/6
8211	X
8212	1314	5/6
8213	1315	0/5
8214	1315	1/5
8215	1315	2/5
8216	1315	3/5
8217	1315	4/5
8218	1316	0/6
8219	1316	1/6
8220	1316	2/6
8221	1316	3/6
8222	1316	4/6
8223	X
8224	1316	5/6
8225	1317	0/6
8226	1317	1/6
8227	1317	2/6
8228	1317	3/6
8229	1317	4/6
8230	1317	5/6
8231	1318	0/5
8232	1318	1/5
8233	1318	2/5
8234	1318	3/5
8235	1318	4/5
8236	1319	0/6
8237	X
8238	1319	1/6
8239	X
8240	1319	2/6
8241	1319	3/6
8242	1319	4/6
8243	1319	5/6
8244	1320	0/5
8245	1320	1/5
8246	1320	2/5
8247	1320	3/5
8248	1320	4/5
8249	1321	0/6
8250	1321	1/6
8251	1321	2/6
8252	1321	3/6
8253	1321	4/6
8254	1321	5/6
8255	X
8256	1322	0/6
8257	1322	1/6
8258	1322	2/6
8259	1322	3/6
8260	1322	4/6
8261	1322	5/6
8262	1323	0/5
8263	1323	1/5
8264	X
8265	1323	2/5
8266	1323	3/5
8267	1323	4/5
8268	1324	0/6
8269	1324	1/6
8270	1324	2/6
8271	X
8272	1324	3/6
8273	1324	4/6
8274	1324	5/6
8275	1325	0/6
8276	1325	1/6
8277	1325	2/6
8278	1325	3/6
8279	1325	4/6
8280	1325	5/6
8281	1326	0/5
8282	1326	1/5
8283	1326	2/5
8284	1326	3/5
8285	1326	4/5
8286	1327	0/6
8287	X
8288	1327	1/6
8289	1327	2/6
8290	1327	3/6
8291	X
8292	1327	4/6
8293	1327	5/6
8294	1328	0/5
8295	1328	1/5
8296	1328	2/5
8297	1328	3/5
8298	1328	4/5
8299	1329	0/6
8300	1329	1/6
8301	1329	2/6
8302	1329	3/6
8303	X
8304	1329	4/6
8305	1329	5/6
8306	1330	0/6
8307	1330	1/6
8308	1330	2/6
8309	1330	3/6
8310	1330	4/6
8311	1330	5/6
8312	1331	0/5
8313	1331	1/5
8314	1331	2/5
8315	1331	3/5
8316	1331	4/5
8317	X
8318	1332	0/6
8319	X
8320	1332	1/6
8321	1332	2/6
8322	1332	3/6
8323	1332	4/6
8324	1332	5/6
8325	1333	0/6
8326	1333	1/6
8327	1333	2/6
8328	1333	3/6
8329	1333	4/6
8330	1333	5/6
8331	1334	0/5
8332	1334	1/5
8333	1334	2/5
8334	1334	3/5
8335	X
8336	1334	4/5
8337	1335	0/6
8338	1335	1/6
8339	1335	2/6
8340	1335	3/6
8341	1335	4/6
8342	1335	5/6
8343	1336	0/5
8344	X
8345	1336	1/5
8346	1336	2/5
8347	1336	3/5
8348	1336	4/5
8349	1337	0/6
8350	1337	1/6
8351	X
8352	1337	2/6
8353	1337	3/6
8354	1337	4/6
8355	1337	5/6
8356	1338	0/6
8357	1338	1/6
8358	1338	2/6
8359	1338	3/6
8360	1338	4/6
8361	1338	5/6
8362	1339	0/5
8363	1339	1/5
8364	1339	2/5
8365	1339	3/5
8366	1339	4/5
8367	X
8368	1340	0/6
8369	1340	1/6
8370	1340	2/6
8371	X
8372	1340	3/6
8373	1340	4/6
8374	1340	5/6
8375	1341	0/6
8376	1341	1/6
8377	1341	2/6
8378	1341	3/6
8379	1341	4/6
8380	1341	5/6
8381	1342	0/5
8382	1342	1/5
8383	X
8384	1342	2/5
8385	1342	3/5
8386	1342	4/5
8387	1343	0/6
8388	1343	1/6
8389	1343	2/6
8390	1343	3/6
8391	1343	4/6
8392	1343	5/6
8393	1344	0/5
8394	1344	1/5
8395	1344	2/5
8396	1344	3/5
8397	X
8398	1344	4/5
8399	X
8400	1345	0/6
8401	1345	1/6
8402	1345	2/6
8403	1345	3/6
8404	1345	4/6
8405	1345	5/6
8406	1346	0/6
8407	1346	1/6
8408	1346	2/6
8409	1346	3/6
8410	1346	4/6
8411	1346	5/6
8412	1347	0/5
8413	1347	1/5
8414	1347	2/5
8415	X
8416	1347	3/5
8417	1347	4/5
8418	1348	0/6
8419	1348	1/6
8420	1348	2/6
8421	1348	3/6
8422	1348	4/6
8423	1348	5/6
8424	X
8425	1349	0/6
8426	1349	1/6
8427	1349	2/6
8428	1349	3/6
8429	1349	4/6
8430	1349	5/6
8431	X
8432	1350	0/5
8433	1350	1/5
8434	1350	2/5
8435	1350	3/5
8436	1350	4/5
8437	1351	0/6
8438	1351	1/6
8439	1351	2/6
8440	1351	3/6
8441	1351	4/6
8442	1351	5/6
8443	1352	0/5
8444	1352	1/5
8445	1352	2/5
8446	1352	3/5
8447	X
8448	1352	4/5
8449	1353	0/6
8450	1353	1/6
8451	X
8452	1353	2/6
8453	1353	3/6
8454	1353	4/6
8455	1353	5/6
8456	1354	0/6
8457	1354	1/6
8458	1354	2/6
8459	1354	3/6
8460	1354	4/6
8461	1354	5/6
8462	1355	0/5
8463	X
8464	1355	1/5
8465	1355	2/5
8466	1355	3/5
8467	1355	4/5
8468	1356	0/6
8469	1356	1/6
8470	1356	2/6
8471	1356	3/6
8472	1356	4/6
8473	1356	5/6
8474	1357	0/6
8475	1357	1/6
8476	1357	2/6
8477	X
8478	1357	3/6
8479	X
8480	1357	4/6
8481	1357	5/6
8482	1358	0/5
8483	1358	1/5
8484	1358	2/5
8485	1358	3/5
8486	1358	4/5
8487	1359	0/6
8488	1359	1/6
8489	1359	2/6
8490	1359	3/6
8491	1359	4/6
8492	1359	5/6
8493	1360	0/5
8494	1360	1/5
8495	X
8496	1360	2/5
8497	1360	3/5
8498	1360	4/5
8499	1361	0/6
8500	1361	1/6
8501	1361	2/6
8502	1361	3/6
8503	1361	4/6
8504	X
8505	1361	5/6
8506	1362	0/6
8507	1362	1/6
8508	1362	2/6
8509	1362	3/6
8510	1362	4/6
8511	X
8512	1362	5/6
8513	1363	0/5
8514	1363	1/5
8515	1363	2/5
8516	1363	3/5
8517	1363	4/5
8518	1364	0/6
8519	1364	1/6
8520	1364	2/6
8521	1364	3/6
8522	1364	4/6
8523	1364	5/6
8524	1365	0/6
8525	1365	1/6
8526	1365	2/6
8527	X
8528	1365	3/6
8529	1365	4/6
8530	1365	5/6
8531	X
8532	1366	0/5
8533	1366	1/5
8534	1366	2/5
8535	1366	3/5
8536	1366	4/5
8537	1367	0/6
8538	1367	1/6
8539	1367	2/6
8540	1367	3/6
8541	1367	4/6
8542	1367	5/6
8543	X
8544	1368	0/5
8545	1368	1/5
8546	1368	2/5
8547	1368	3/5
8548	1368	4/5
8549	1369	0/6
8550	1369	1/6
8551	1369	2/6
8552	1369	3/6
8553	1369	4/6
8554	1369	5/6
8555	1370	0/6
8556	1370	1/6
8557	X
8558	1370	2/6
8559	X
8560	1370	3/6
8561	1370	4/6
8562	1370	5/6
8563	1371	0/5
8564	1371	1/5
8565	1371	2/5
8566	1371	3/5
8567	1371	4/5
8568	1372	0/6
8569	1372	1/6
8570	1372	2/6
8571	1372	3/6
8572	1372	4/6
8573	1372	5/6
8574	1373	0/6
8575	X
8576	1373	1/6
8577	1373	2/6
8578	1373	3/6
8579	1373	4/6
8580	1373	5/6
8581	1374	0/5
8582	1374	1/5
8583	1374	2/5
8584	X
8585	1374	3/5
8586	1374	4/5
8587	1375	0/6
8588	1375	1/6
8589	1375	2/6
8590	1375	3/6
8591	X
8592	1375	4/6
8593	1375	5/6
8594	1376	0/5
8595	1376	1/5
8596	1376	2/5
8597	1376	3/5
8598	1376	4/5
8599	1377	0/6
8600	1377	1/6
8601	1377	2/6
8602	1377	3/6
8603	1377	4/6
8604	1377	5/6
8605	1378	0/6
8606	1378	1/6
8607	X
8608	1378	2/6
8609	1378	3/6
8610	1378	4/6
8611	X
8612	1378	5/6
8613	1379	0/5
8614	1379	1/5
8615	1379	2/5
8616	1379	3/5
8617	1379	4/5
8618	1380	0/6
8619	1380	1/6
8620	1380	2/6
8621	1380	3/6
8622	1380	4/6
8623	X
8624	1380	5/6
8625	1381	0/6
8626	1381	1/6
8627	1381	2/6
8628	1381	3/6
8629	1381	4/6
8630	1381	5/6
8631	1382	0/5
8632	1382	1/5
8633	1382	2/5
8634	1382	3/5
8635	1382	4/5
8636	1383	0/6
8637	X
8638	1383	1/6
8639	X
8640	1383	2/6
8641	1383	3/6
8642	1383	4/6
8643	1383	5/6
8644	1384	0/5
8645	1384	1/5
8646	1384	2/5
8647	1384	3/5
8648	1384	4/5
8649	1385	0/6
8650	1385	1/6
8651	1385	2/6
8652	1385	3/6
8653	1385	4/6
8654	1385	5/6
8655	X
8656	1386	0/6
8657	1386	1/6
8658	1386	2/6
8659	1386	3/6
8660	1386	4/6
8661	1386	5/6
8662	1387	0/5
8663	1387	1/5
8664	X
8665	1387	2/5
8666	1387	3/5
8667	1387	4/5
8668	1388	0/6
8669	1388	1/6
8670	1388	2/6
8671	X
8672	1388	3/6
8673	1388	4/6
8674	1388	5/6
8675	1389	0/6
8676	1389	1/6
8677	1389	2/6
8678	1389	3/6
8679	1389	4/6
8680	1389	5/6
8681	1390	0/5
8682	1390	1/5
8683	1390	2/5
8684	1390	3/5
8685	1390	4/5
8686	1391	0/6
8687	X
8688	1391	1/6
8689	1391	2/6
