25/4	15+16	loop
63294	10128	0/5
63295	X
63296	10128	1/5
63297	10128	2/5
63298	10128	3/5
63299	10128	4/5
63300	10129	0/6
63301	10129	1/6
63302	10129	2/6
63303	10129	3/6
63304	10129	4/6
63305	10129	5/6
63306	10130	0/6
63307	10130	1/6
63308	10130	2/6
63309	X
63310	10130	3/6
63311	X
63312	10130	4/6
63313	10130	5/6
63314	10131	0/5
63315	10131	1/5
63316	10131	2/5
63317	10131	3/5
63318	10131	4/5
63319	10132	0/6
63320	10132	1/6
63321	10132	2/6
63322	10132	3/6
63323	10132	4/6
63324	10132	5/6
63325	10133	0/5
63326	10133	1/5
63327	X
63328	10133	2/5
63329	10133	3/5
63330	10133	4/5
63331	10134	0/6
63332	10134	1/6
63333	10134	2/6
63334	10134	3/6
63335	10134	4/6
63336	X
63337	10134	5/6
63338	10135	0/6
63339	10135	1/6
63340	10135	2/6
63341	10135	3/6
63342	10135	4/6
63343	X
63344	10135	5/6
63345	10136	0/5
63346	10136	1/5
63347	10136	2/5
63348	10136	3/5
63349	10136	4/5
63350	10137	0/6
63351	10137	1/6
63352	10137	2/6
63353	10137	3/6
63354	10137	4/6
63355	10137	5/6
63356	10138	0/6
63357	10138	1/6
63358	10138	2/6
63359	X
63360	10138	3/6
63361	10138	4/6
63362	10138	5/6
63363	X
63364	10139	0/5
63365	10139	1/5
63366	10139	2/5
63367	10139	3/5
63368	10139	4/5
63369	10140	0/6
63370	10140	1/6
63371	10140	2/6
63372	10140	3/6
63373	10140	4/6
63374	10140	5/6
63375	X
63376	10141	0/5
63377	10141	1/5
63378	10141	2/5
63379	10141	3/5
63380	10141	4/5
63381	10142	0/6
63382	10142	1/6
63383	10142	2/6
63384	10142	3/6
63385	10142	4/6
63386	10142	5/6
63387	10143	0/6
63388	10143	1/6
63389	X
63390	10143	2/6
63391	X
63392	10143	3/6
63393	10143	4/6
63394	10143	5/6
63395	10144	0/5
63396	10144	1/5
63397	10144	2/5
63398	10144	3/5
63399	10144	4/5
63400	10145	0/6
63401	10145	1/6
63402	10145	2/6
63403	10145	3/6
63404	10145	4/6
63405	10145	5/6
63406	10146	0/6
63407	X
63408	10146	1/6
63409	10146	2/6
63410	10146	3/6
63411	10146	4/6
63412	10146	5/6
63413	10147	0/5
63414	10147	1/5
63415	10147	2/5
63416	X
63417	10147	3/5
63418	10147	4/5
63419	10148	0/6
63420	10148	1/6
63421	10148	2/6
63422	10148	3/6
63423	X
63424	10148	4/6
63425	10148	5/6
63426	10149	0/5
63427	10149	1/5
63428	10149	2/5
63429	10149	3/5
63430	10149	4/5
63431	10150	0/6
63432	10150	1/6
63433	10150	2/6
63434	10150	3/6
63435	10150	4/6
63436	10150	5/6
63437	10151	0/6
63438	10151	1/6
63439	X
63440	10151	2/6
63441	10151	3/6
63442	10151	4/6
63443	X
63444	10151	5/6
63445	10152	0/5
63446	10152	1/5
63447	10152	2/5
63448	10152	3/5
63449	10152	4/5
63450	10153	0/6
63451	10153	1/6
63452	10153	2/6
63453	10153	3/6
63454	10153	4/6
63455	X
63456	10153	5/6
63457	10154	0/6
63458	10154	1/6
63459	10154	2/6
63460	10154	3/6
63461	10154	4/6
63462	10154	5/6
63463	10155	0/5
63464	10155	1/5
63465	10155	2/5
63466	10155	3/5
63467	10155	4/5
63468	10156	0/6
63469	X
63470	10156	1/6
63471	X
63472	10156	2/6
63473	10156	3/6
63474	10156	4/6
63475	10156	5/6
63476	10157	0/5
63477	10157	1/5
63478	10157	2/5
63479	10157	3/5
63480	10157	4/5
63481	10158	0/6
63482	10158	1/6
63483	10158	2/6
63484	10158	3/6
63485	10158	4/6
63486	10158	5/6
63487	X
63488	10159	0/6
63489	10159	1/6
63490	10159	2/6
63491	10159	3/6
63492	10159	4/6
63493	10159	5/6
63494	10160	0/5
63495	10160	1/5
63496	X
63497	10160	2/5
63498	10160	3/5
63499	10160	4/5
63500	10161	0/6
63501	10161	1/6
63502	10161	2/6
63503	X
63504	10161	3/6
63505	10161	4/6
63506	10161	5/6
63507	10162	0/6
63508	10162	1/6
63509	10162	2/6
63510	10162	3/6
63511	10162	4/6
63512	10162	5/6
63513	10163	0/5
63514	10163	1/5
63515	10163	2/5
63516	10163	3/5
63517	10163	4/5
63518	10164	0/6
63519	X
63520	10164	1/6
63521	10164	2/6
63522	10164	3/6
63523	X
63524	10164	4/6
63525	10164	5/6
63526	10165	0/5
63527	10165	1/5
63528	10165	2/5
63529	10165	3/5
63530	10165	4/5
63531	10166	0/6
63532	10166	1/6
63533	10166	2/6
63534	10166	3/6
63535	X
63536	10166	4/6
63537	10166	5/6
63538	10167	0/6
63539	10167	1/6
63540	10167	2/6
63541	10167	3/6
63542	10167	4/6
63543	10167	5/6
63544	10168	0/5
63545	10168	1/5
63546	10168	2/5
63547	10168	3/5
63548	10168	4/5
63549	X
63550	10169	0/6
63551	X
63552	10169	1/6
63553	10169	2/6
63554	10169	3/6
63555	10169	4/6
63556	10169	5/6
63557	10170	0/6
63558	10170	1/6
63559	10170	2/6
63560	10170	3/6
63561	10170	4/6
63562	10170	5/6
63563	10171	0/5
63564	10171	1/5
63565	10171	2/5
63566	10171	3/5
63567	X
63568	10171	4/5
63569	10172	0/6
63570	10172	1/6
63571	10172	2/6
63572	10172	3/6
63573	10172	4/6
63574	10172	5/6
63575	10173	0/5
63576	X
63577	10173	1/5
63578	10173	2/5
63579	10173	3/5
63580	10173	4/5
63581	10174	0/6
63582	10174	1/6
63583	X
63584	10174	2/6
63585	10174	3/6
63586	10174	4/6
63587	10174	5/6
63588	10175	0/6
63589	10175	1/6
63590	10175	2/6
63591	10175	3/6
63592	10175	4/6
63593	10175	5/6
63594	10176	0/5
63595	10176	1/5
63596	10176	2/5
63597	10176	3/5
63598	10176	4/5
63599	X
63600	10177	0/6
63601	10177	1/6
63602	10177	2/6
63603	X
63604	10177	3/6
63605	10177	4/6
63606	10177	5/6
63607	10178	0/6
63608	10178	1/6
63609	10178	2/6
63610	10178	3/6
63611	10178	4/6
63612	10178	5/6
63613	10179	0/5
63614	10179	1/5
63615	X
63616	10179	2/5
63617	10179	3/5
63618	10179	4/5
63619	10180	0/6
63620	10180	1/6
63621	10180	2/6
63622	10180	3/6
63623	10180	4/6
63624	10180	5/6
63625	10181	0/5
63626	10181	1/5
63627	10181	2/5
63628	10181	3/5
63629	X
63630	10181	4/5
63631	X
63632	10182	0/6
63633	10182	1/6
63634	10182	2/6
63635	10182	3/6
63636	10182	4/6
63637	10182	5/6
63638	10183	0/6
63639	10183	1/6
63640	10183	2/6
63641	10183	3/6
63642	10183	4/6
63643	10183	5/6
63644	10184	0/5
63645	10184	1/5
63646	10184	2/5
63647	X
63648	10184	3/5
63649	10184	4/5
63650	10185	0/6
63651	10185	1/6
63652	10185	2/6
63653	10185	3/6
63654	10185	4/6
63655	10185	5/6
63656	X
63657	10186	0/6
63658	10186	1/6
63659	10186	2/6
63660	10186	3/6
63661	10186	4/6
63662	10186	5/6
63663	X
63664	10187	0/5
63665	10187	1/5
63666	10187	2/5
63667	10187	3/5
63668	10187	4/5
63669	10188	0/6
63670	10188	1/6
63671	10188	2/6
63672	10188	3/6
63673	10188	4/6
63674	10188	5/6
63675	10189	0/5
63676	10189	1/5
63677	10189	2/5
63678	10189	3/5
63679	X
63680	10189	4/5
63681	10190	0/6
63682	10190	1/6
63683	X
63684	10190	2/6
63685	10190	3/6
63686	10190	4/6
63687	10190	5/6
63688	10191	0/6
63689	10191	1/6
63690	10191	2/6
63691	10191	3/6
63692	10191	4/6
63693	10191	5/6
63694	10192	0/5
63695	X
63696	10192	1/5
63697	10192	2/5
63698	10192	3/5
63699	10192	4/5
63700	10193	0/6
63701	10193	1/6
63702	10193	2/6
63703	10193	3/6
63704	10193	4/6
63705	10193	5/6
63706	10194	0/6
63707	10194	1/6
63708	10194	2/6
63709	X
63710	10194	3/6
63711	X
63712	10194	4/6
63713	10194	5/6
63714	10195	0/5
63715	10195	1/5
63716	10195	2/5
63717	10195	3/5
63718	10195	4/5
63719	10196	0/6
63720	10196	1/6
63721	10196	2/6
63722	10196	3/6
63723	10196	4/6
63724	10196	5/6
63725	10197	0/5
63726	10197	1/5
63727	X
63728	10197	2/5
63729	10197	3/5
63730	10197	4/5
63731	10198	0/6
63732	10198	1/6
63733	10198	2/6
63734	10198	3/6
63735	10198	4/6
63736	X
63737	10198	5/6
63738	10199	0/6
63739	10199	1/6
63740	10199	2/6
63741	10199	3/6
63742	10199	4/6
63743	X
63744	10199	5/6
63745	10200	0/5
63746	10200	1/5
63747	10200	2/5
63748	10200	3/5
63749	10200	4/5
63750	10201	0/6
63751	10201	1/6
63752	10201	2/6
63753	10201	3/6
63754	10201	4/6
63755	10201	5/6
63756	10202	0/6
63757	10202	1/6
63758	10202	2/6
63759	X
63760	10202	3/6
63761	10202	4/6
63762	10202	5/6
63763	X
63764	10203	0/5
63765	10203	1/5
63766	10203	2/5
63767	10203	3/5
63768	10203	4/5
63769	10204	0/6
63770	10204	1/6
63771	10204	2/6
63772	10204	3/6
63773	10204	4/6
63774	10204	5/6
63775	X
63776	10205	0/5
63777	10205	1/5
63778	10205	2/5
63779	10205	3/5
63780	10205	4/5
63781	10206	0/6
63782	10206	1/6
63783	10206	2/6
63784	10206	3/6
63785	10206	4/6
63786	10206	5/6
63787	10207	0/6
63788	10207	1/6
63789	X
63790	10207	2/6
63791	X
63792	10207	3/6
63793	10207	4/6
63794	10207	5/6
63795	10208	0/5
63796	10208	1/5
63797	10208	2/5
63798	10208	3/5
63799	10208	4/5
63800	10209	0/6
63801	10209	1/6
63802	10209	2/6
63803	10209	3/6
63804	10209	4/6
63805	10209	5/6
63806	10210	0/6
63807	X
63808	10210	1/6
63809	10210	2/6
63810	10210	3/6
63811	10210	4/6
63812	10210	5/6
63813	10211	0/5
63814	10211	1/5
63815	10211	2/5
63816	X
63817	10211	3/5
63818	10211	4/5
63819	10212	0/6
63820	10212	1/6
63821	10212	2/6
63822	10212	3/6
63823	X
63824	10212	4/6
63825	10212	5/6
63826	10213	0/5
63827	10213	1/5
63828	10213	2/5
63829	10213	3/5
63830	10213	4/5
63831	10214	0/6
63832	10214	1/6
63833	10214	2/6
63834	10214	3/6
63835	10214	4/6
63836	10214	5/6
63837	10215	0/6
63838	10215	1/6
63839	X
63840	10215	2/6
63841	10215	3/6
63842	10215	4/6
63843	X
63844	10215	5/6
63845	10216	0/5
63846	10216	1/5
63847	10216	2/5
63848	10216	3/5
63849	10216	4/5
63850	10217	0/6
63851	10217	1/6
63852	10217	2/6
63853	10217	3/6
63854	10217	4/6
63855	X
63856	10217	5/6
63857	10218	0/6
63858	10218	1/6
63859	10218	2/6
63860	10218	3/6
63861	10218	4/6
63862	10218	5/6
63863	10219	0/5
63864	10219	1/5
63865	10219	2/5
63866	10219	3/5
63867	10219	4/5
63868	10220	0/6
63869	X
63870	10220	1/6
63871	X
63872	10220	2/6
63873	10220	3/6
63874	10220	4/6
63875	10220	5/6
63876	10221	0/5
63877	10221	1/5
63878	10221	2/5
63879	10221	3/5
63880	10221	4/5
63881	10222	0/6
63882	10222	1/6
63883	10222	2/6
63884	10222	3/6
63885	10222	4/6
63886	10222	5/6
63887	X
63888	10223	0/6
63889	10223	1/6
63890	10223	2/6
63891	10223	3/6
63892	10223	4/6
63893	10223	5/6
63894	10224	0/5
63895	10224	1/5
63896	X
63897	10224	2/5
63898	10224	3/5
63899	10224	4/5
63900	10225	0/6
63901	10225	1/6
63902	10225	2/6
63903	X
63904	10225	3/6
63905	10225	4/6
63906	10225	5/6
63907	10226	0/6
63908	10226	1/6
63909	10226	2/6
63910	10226	3/6
63911	10226	4/6
63912	10226	5/6
63913	10227	0/5
63914	10227	1/5
63915	10227	2/5
63916	10227	3/5
63917	10227	4/5
63918	10228	0/6
63919	X
63920	10228	1/6
63921	10228	2/6
63922	10228	3/6
63923	X
63924	10228	4/6
63925	10228	5/6
63926	10229	0/5
63927	10229	1/5
63928	10229	2/5
63929	10229	3/5
63930	10229	4/5
63931	10230	0/6
63932	10230	1/6
63933	10230	2/6
63934	10230	3/6
63935	X
63936	10230	4/6
63937	10230	5/6
63938	10231	0/6
63939	10231	1/6
63940	10231	2/6
63941	10231	3/6
63942	10231	4/6
63943	10231	5/6
63944	10232	0/5
63945	10232	1/5
63946	10232	2/5
63947	10232	3/5
63948	10232	4/5
63949	X
63950	10233	0/6
63951	X
63952	10233	1/6
63953	10233	2/6
63954	10233	3/6
63955	10233	4/6
63956	10233	5/6
63957	10234	0/6
63958	10234	1/6
63959	10234	2/6
63960	10234	3/6
63961	10234	4/6
63962	10234	5/6
63963	10235	0/5
63964	10235	1/5
63965	10235	2/5
63966	10235	3/5
63967	X
63968	10235	4/5
63969	10236	0/6
63970	10236	1/6
63971	10236	2/6
63972	10236	3/6
63973	10236	4/6
63974	10236	5/6
63975	10237	0/5
63976	X
63977	10237	1/5
63978	10237	2/5
63979	10237	3/5
63980	10237	4/5
63981	10238	0/6
63982	10238	1/6
63983	X
63984	10238	2/6
63985	10238	3/6
63986	10238	4/6
63987	10238	5/6
63988	10239	0/6
63989	10239	1/6
63990	10239	2/6
63991	10239	3/6
63992	10239	4/6
63993	10239	5/6
63994	10240	0/5
63995	10240	1/5
63996	10240	2/5
63997	10240	3/5
63998	10240	4/5
63999	X
64000	10241	0/6
64001	10241	1/6
64002	10241	2/6
64003	X
64004	10241	3/6
64005	10241	4/6
64006	10241	5/6
64007	10242	0/6
64008	10242	1/6
64009	10242	2/6
64010	10242	3/6
64011	10242	4/6
64012	10242	5/6
64013	10243	0/5
64014	10243	1/5
64015	X
64016	10243	2/5
64017	10243	3/5
64018	10243	4/5
64019	10244	0/6
64020	10244	1/6
64021	10244	2/6
64022	10244	3/6
64023	10244	4/6
64024	10244	5/6
64025	10245	0/5
64026	10245	1/5
64027	10245	2/5
64028	10245	3/5
64029	X
64030	10245	4/5
64031	X
64032	10246	0/6
64033	10246	1/6
64034	10246	2/6
64035	10246	3/6
64036	10246	4/6
64037	10246	5/6
64038	10247	0/6
64039	10247	1/6
64040	10247	2/6
64041	10247	3/6
64042	10247	4/6
64043	10247	5/6
64044	10248	0/5
64045	10248	1/5
64046	10248	2/5
64047	X
64048	10248	3/5
64049	10248	4/5
64050	10249	0/6
64051	10249	1/6
64052	10249	2/6
64053	10249	3/6
64054	10249	4/6
64055	10249	5/6
64056	X
64057	10250	0/6
64058	10250	1/6
64059	10250	2/6
64060	10250	3/6
64061	10250	4/6
64062	10250	5/6
64063	X
64064	10251	0/5
64065	10251	1/5
64066	10251	2/5
64067	10251	3/5
64068	10251	4/5
64069	10252	0/6
64070	10252	1/6
64071	10252	2/6
64072	10252	3/6
64073	10252	4/6
64074	10252	5/6
64075	10253	0/5
64076	10253	1/5
64077	10253	2/5
64078	10253	3/5
64079	X
64080	10253	4/5
64081	10254	0/6
64082	10254	1/6
64083	X
64084	10254	2/6
64085	10254	3/6
64086	10254	4/6
64087	10254	5/6
64088	10255	0/6
64089	10255	1/6
64090	10255	2/6
64091	10255	3/6
64092	10255	4/6
64093	10255	5/6
64094	10256	0/5
64095	X
64096	10256	1/5
64097	10256	2/5
64098	10256	3/5
64099	10256	4/5
64100	10257	0/6
64101	10257	1/6
64102	10257	2/6
64103	10257	3/6
64104	10257	4/6
64105	10257	5/6
64106	10258	0/6
64107	10258	1/6
64108	10258	2/6
64109	X
64110	10258	3/6
64111	X
64112	10258	4/6
64113	10258	5/6
64114	10259	0/5
64115	10259	1/5
64116	10259	2/5
64117	10259	3/5
64118	10259	4/5
64119	10260	0/6
64120	10260	1/6
64121	10260	2/6
64122	10260	3/6
64123	10260	4/6
64124	10260	5/6
64125	10261	0/5
64126	10261	1/5
64127	X
64128	10261	2/5
64129	10261	3/5
64130	10261	4/5
64131	10262	0/6
64132	10262	1/6
64133	10262	2/6
64134	10262	3/6
64135	10262	4/6
64136	X
64137	10262	5/6
64138	10263	0/6
64139	10263	1/6
64140	10263	2/6
64141	10263	3/6
64142	10263	4/6
64143	X
64144	10263	5/6
64145	10264	0/5
64146	10264	1/5
64147	10264	2/5
64148	10264	3/5
64149	10264	4/5
64150	10265	0/6
64151	10265	1/6
64152	10265	2/6
64153	10265	3/6
64154	10265	4/6
64155	10265	5/6
64156	10266	0/6
64157	10266	1/6
64158	10266	2/6
64159	X
64160	10266	3/6
64161	10266	4/6
64162	10266	5/6
64163	X
64164	10267	0/5
64165	10267	1/5
64166	10267	2/5
64167	10267	3/5
64168	10267	4/5
64169	10268	0/6
64170	10268	1/6
64171	10268	2/6
64172	10268	3/6
64173	10268	4/6
64174	10268	5/6
64175	X
64176	10269	0/5
64177	10269	1/5
64178	10269	2/5
64179	10269	3/5
64180	10269	4/5
64181	10270	0/6
64182	10270	1/6
64183	10270	2/6
64184	10270	3/6
64185	10270	4/6
64186	10270	5/6
64187	10271	0/6
64188	10271	1/6
64189	X
64190	10271	2/6
64191	X
64192	10271	3/6
64193	10271	4/6
64194	10271	5/6
64195	10272	0/5
64196	10272	1/5
64197	10272	2/5
64198	10272	3/5
64199	10272	4/5
64200	10273	0/6
64201	10273	1/6
64202	10273	2/6
64203	10273	3/6
64204	10273	4/6
64205	10273	5/6
64206	10274	0/6
64207	X
64208	10274	1/6
64209	10274	2/6
64210	10274	3/6
64211	10274	4/6
64212	10274	5/6
64213	10275	0/5
64214	10275	1/5
64215	10275	2/5
64216	X
64217	10275	3/5
64218	10275	4/5
64219	10276	0/6
64220	10276	1/6
64221	10276	2/6
64222	10276	3/6
64223	X
64224	10276	4/6
64225	10276	5/6
64226	10277	0/5
64227	10277	1/5
64228	10277	2/5
64229	10277	3/5
64230	10277	4/5
64231	10278	0/6
64232	10278	1/6
64233	10278	2/6
64234	10278	3/6
64235	10278	4/6
64236	10278	5/6
64237	10279	0/6
64238	10279	1/6
64239	X
64240	10279	2/6
64241	10279	3/6
64242	10279	4/6
64243	X
64244	10279	5/6
64245	10280	0/5
64246	10280	1/5
64247	10280	2/5
64248	10280	3/5
64249	10280	4/5
64250	10281	0/6
64251	10281	1/6
64252	10281	2/6
64253	10281	3/6
64254	10281	4/6
64255	X
64256	10281	5/6
64257	10282	0/6
64258	10282	1/6
64259	10282	2/6
64260	10282	3/6
64261	10282	4/6
64262	10282	5/6
64263	10283	0/5
64264	10283	1/5
64265	10283	2/5
64266	10283	3/5
64267	10283	4/5
64268	10284	0/6
64269	X
64270	10284	1/6
64271	X
64272	10284	2/6
64273	10284	3/6
64274	10284	4/6
64275	10284	5/6
64276	10285	0/5
64277	10285	1/5
64278	10285	2/5
64279	10285	3/5
64280	10285	4/5
64281	10286	0/6
64282	10286	1/6
64283	10286	2/6
64284	10286	3/6
64285	10286	4/6
64286	10286	5/6
64287	X
64288	10287	0/6
64289	10287	1/6
64290	10287	2/6
64291	10287	3/6
64292	10287	4/6
64293	10287	5/6
64294	10288	0/5
64295	10288	1/5
64296	X
64297	10288	2/5
64298	10288	3/5
64299	10288	4/5
64300	10289	0/6
64301	10289	1/6
64302	10289	2/6
64303	X
64304	10289	3/6
64305	10289	4/6
64306	10289	5/6
64307	10290	0/6
64308	10290	1/6
64309	10290	2/6
64310	10290	3/6
64311	10290	4/6
64312	10290	5/6
64313	10291	0/5
64314	10291	1/5
64315	10291	2/5
64316	10291	3/5
64317	10291	4/5
64318	10292	0/6
64319	X
64320	10292	1/6
64321	10292	2/6
64322	10292	3/6
64323	X
64324	10292	4/6
64325	10292	5/6
64326	10293	0/5
64327	10293	1/5
64328	10293	2/5
64329	10293	3/5
64330	10293	4/5
64331	10294	0/6
64332	10294	1/6
64333	10294	2/6
64334	10294	3/6
64335	X
64336	10294	4/6
64337	10294	5/6
64338	10295	0/6
64339	10295	1/6
64340	10295	2/6
64341	10295	3/6
64342	10295	4/6
64343	10295	5/6
64344	10296	0/5
64345	10296	1/5
64346	10296	2/5
64347	10296	3/5
64348	10296	4/5
64349	X
64350	10297	0/6
64351	X
64352	10297	1/6
64353	10297	2/6
64354	10297	3/6
64355	10297	4/6
64356	10297	5/6
64357	10298	0/6
64358	10298	1/6
64359	10298	2/6
64360	10298	3/6
64361	10298	4/6
64362	10298	5/6
64363	10299	0/5
64364	10299	1/5
64365	10299	2/5
64366	10299	3/5
64367	X
64368	10299	4/5
64369	10300	0/6
64370	10300	1/6
64371	10300	2/6
64372	10300	3/6
64373	10300	4/6
64374	10300	5/6
64375	10301	0/5
64376	X
64377	10301	1/5
64378	10301	2/5
64379	10301	3/5
64380	10301	4/5
64381	10302	0/6
64382	10302	1/6
64383	X
64384	10302	2/6
64385	10302	3/6
64386	10302	4/6
64387	10302	5/6
64388	10303	0/6
64389	10303	1/6
64390	10303	2/6
64391	10303	3/6
64392	10303	4/6
64393	10303	5/6
64394	10304	0/5
64395	10304	1/5
64396	10304	2/5
64397	10304	3/5
64398	10304	4/5
64399	X
64400	10305	0/6
64401	10305	1/6
64402	10305	2/6
64403	X
64404	10305	3/6
64405	10305	4/6
64406	10305	5/6
64407	10306	0/6
64408	10306	1/6
64409	10306	2/6
64410	10306	3/6
64411	10306	4/6
64412	10306	5/6
64413	10307	0/5
64414	10307	1/5
64415	X
64416	10307	2/5
64417	10307	3/5
64418	10307	4/5
64419	10308	0/6
64420	10308	1/6
64421	10308	2/6
64422	10308	3/6
64423	10308	4/6
64424	10308	5/6
64425	10309	0/5
64426	10309	1/5
64427	10309	2/5
64428	10309	3/5
64429	X
64430	10309	4/5
64431	X
64432	10310	0/6
64433	10310	1/6
64434	10310	2/6
64435	10310	3/6
64436	10310	4/6
64437	10310	5/6
64438	10311	0/6
64439	10311	1/6
64440	10311	2/6
64441	10311	3/6
64442	10311	4/6
64443	10311	5/6
64444	10312	0/5
64445	10312	1/5
64446	10312	2/5
64447	X
64448	10312	3/5
64449	10312	4/5
64450	10313	0/6
64451	10313	1/6
64452	10313	2/6
64453	10313	3/6
64454	10313	4/6
64455	10313	5/6
64456	X
64457	10314	0/6
64458	10314	1/6
64459	10314	2/6
64460	10314	3/6
64461	10314	4/6
64462	10314	5/6
64463	X
64464	10315	0/5
64465	10315	1/5
64466	10315	2/5
64467	10315	3/5
64468	10315	4/5
64469	10316	0/6
64470	10316	1/6
64471	10316	2/6
64472	10316	3/6
64473	10316	4/6
64474	10316	5/6
64475	10317	0/5
64476	10317	1/5
64477	10317	2/5
64478	10317	3/5
64479	X
64480	10317	4/5
64481	10318	0/6
64482	10318	1/6
64483	X
64484	10318	2/6
64485	10318	3/6
64486	10318	4/6
64487	10318	5/6
64488	10319	0/6
64489	10319	1/6
64490	10319	2/6
64491	10319	3/6
64492	10319	4/6
64493	10319	5/6
64494	10320	0/5
64495	X
64496	10320	1/5
64497	10320	2/5
64498	10320	3/5
64499	10320	4/5
64500	10321	0/6
64501	10321	1/6
64502	10321	2/6
64503	10321	3/6
64504	10321	4/6
64505	10321	5/6
64506	10322	0/6
64507	10322	1/6
64508	10322	2/6
64509	X
64510	10322	3/6
64511	X
64512	10322	4/6
64513	10322	5/6
64514	10323	0/5
64515	10323	1/5
64516	10323	2/5
64517	10323	3/5
64518	10323	4/5
64519	10324	0/6
64520	10324	1/6
64521	10324	2/6
64522	10324	3/6
64523	10324	4/6
64524	10324	5/6
64525	10325	0/5
64526	10325	1/5
64527	X
64528	10325	2/5
64529	10325	3/5
64530	10325	4/5
64531	10326	0/6
64532	10326	1/6
64533	10326	2/6
64534	10326	3/6
64535	10326	4/6
64536	X
64537	10326	5/6
64538	10327	0/6
64539	10327	1/6
64540	10327	2/6
64541	10327	3/6
64542	10327	4/6
64543	X
64544	10327	5/6
64545	10328	0/5
64546	10328	1/5
64547	10328	2/5
64548	10328	3/5
64549	10328	4/5
64550	10329	0/6
64551	10329	1/6
64552	10329	2/6
64553	10329	3/6
64554	10329	4/6
64555	10329	5/6
64556	10330	0/6
64557	10330	1/6
64558	10330	2/6
64559	X
64560	10330	3/6
64561	10330	4/6
64562	10330	5/6
64563	X
64564	10331	0/5
64565	10331	1/5
64566	10331	2/5
64567	10331	3/5
64568	10331	4/5
64569	10332	0/6
64570	10332	1/6
64571	10332	2/6
64572	10332	3/6
64573	10332	4/6
64574	10332	5/6
64575	X
64576	10333	0/5
64577	10333	1/5
64578	10333	2/5
64579	10333	3/5
64580	10333	4/5
64581	10334	0/6
64582	10334	1/6
64583	10334	2/6
64584	10334	3/6
64585	10334	4/6
64586	10334	5/6
64587	10335	0/6
64588	10335	1/6
64589	X
64590	10335	2/6
64591	X
64592	10335	3/6
64593	10335	4/6
64594	10335	5/6
64595	10336	0/5
64596	10336	1/5
64597	10336	2/5
64598	10336	3/5
64599	10336	4/5
64600	10337	0/6
64601	10337	1/6
64602	10337	2/6
64603	10337	3/6
64604	10337	4/6
64605	10337	5/6
64606	10338	0/6
64607	X
64608	10338	1/6
64609	10338	2/6
64610	10338	3/6
64611	10338	4/6
64612	10338	5/6
64613	10339	0/5
64614	10339	1/5
64615	10339	2/5
64616	X
64617	10339	3/5
64618	10339	4/5
64619	10340	0/6
64620	10340	1/6
64621	10340	2/6
64622	10340	3/6
64623	X
64624	10340	4/6
64625	10340	5/6
64626	10341	0/5
64627	10341	1/5
64628	10341	2/5
64629	10341	3/5
64630	10341	4/5
64631	10342	0/6
64632	10342	1/6
64633	10342	2/6
64634	10342	3/6
64635	10342	4/6
64636	10342	5/6
64637	10343	0/6
64638	10343	1/6
64639	X
64640	10343	2/6
64641	10343	3/6
64642	10343	4/6
64643	X
64644	10343	5/6
64645	10344	0/5
64646	10344	1/5
64647	10344	2/5
64648	10344	3/5
64649	10344	4/5
64650	10345	0/6
64651	10345	1/6
64652	10345	2/6
64653	10345	3/6
64654	10345	4/6
64655	X
64656	10345	5/6
64657	10346	0/6
64658	10346	1/6
64659	10346	2/6
64660	10346	3/6
64661	10346	4/6
64662	10346	5/6
64663	10347	0/5
64664	10347	1/5
64665	10347	2/5
64666	10347	3/5
64667	10347	4/5
64668	10348	0/6
64669	X
64670	10348	1/6
64671	X
64672	10348	2/6
64673	10348	3/6
64674	10348	4/6
64675	10348	5/6
64676	10349	0/5
64677	10349	1/5
64678	10349	2/5
64679	10349	3/5
64680	10349	4/5
64681	10350	0/6
64682	10350	1/6
64683	10350	2/6
64684	10350	3/6
64685	10350	4/6
64686	10350	5/6
64687	X
64688	10351	0/6
64689	10351	1/6
64690	10351	2/6
64691	10351	3/6
64692	10351	4/6
64693	10351	5/6
64694	10352	0/5
64695	10352	1/5
64696	X
64697	10352	2/5
64698	10352	3/5
64699	10352	4/5
64700	10353	0/6
64701	10353	1/6
64702	10353	2/6
64703	X
64704	10353	3/6
64705	10353	4/6
64706	10353	5/6
64707	10354	0/6
64708	10354	1/6
64709	10354	2/6
64710	10354	3/6
64711	10354	4/6
64712	10354	5/6
64713	10355	0/5
64714	10355	1/5
64715	10355	2/5
64716	10355	3/5
64717	10355	4/5
64718	10356	0/6
64719	X
64720	10356	1/6
64721	10356	2/6
64722	10356	3/6
64723	X
64724	10356	4/6
64725	10356	5/6
64726	10357	0/5
64727	10357	1/5
64728	10357	2/5
64729	10357	3/5
64730	10357	4/5
64731	10358	0/6
64732	10358	1/6
64733	10358	2/6
64734	10358	3/6
64735	X
64736	10358	4/6
64737	10358	5/6
64738	10359	0/6
64739	10359	1/6
64740	10359	2/6
64741	10359	3/6
64742	10359	4/6
64743	10359	5/6
64744	10360	0/5
64745	10360	1/5
64746	10360	2/5
64747	10360	3/5
64748	10360	4/5
64749	X
64750	10361	0/6
64751	X
64752	10361	1/6
64753	10361	2/6
64754	10361	3/6
64755	10361	4/6
64756	10361	5/6
64757	10362	0/6
64758	10362	1/6
64759	10362	2/6
64760	10362	3/6
64761	10362	4/6
64762	10362	5/6
64763	10363	0/5
64764	10363	1/5
64765	10363	2/5
