1001/100	7+8
6566	657	0/9
6567	X
6568	657	1/9
6569	657	2/9
6570	657	3/9
6571	657	4/9
6572	657	5/9
6573	657	6/9
6574	657	7/9
6575	X
6576	657	8/9
6577	658	0/9
6578	658	1/9
6579	658	2/9
6580	658	3/9
6581	658	4/9
6582	658	5/9
6583	X
6584	658	6/9
6585	658	7/9
6586	658	8/9
6587	659	0/9
6588	659	1/9
6589	659	2/9
6590	659	3/9
6591	X
6592	659	4/9
6593	659	5/9
6594	659	6/9
6595	659	7/9
6596	659	8/9
6597	660	0/8
6598	660	1/8
6599	X
6600	660	2/8
6601	660	3/8
6602	660	4/8
6603	660	5/8
6604	660	6/8
6605	660	7/8
6606	661	0/9
6607	X
6608	661	1/9
6609	661	2/9
6610	661	3/9
6611	661	4/9
6612	661	5/9
6613	661	6/9
6614	661	7/9
6615	X
6616	661	8/9
6617	662	0/9
6618	662	1/9
6619	662	2/9
6620	662	3/9
6621	662	4/9
6622	662	5/9
6623	X
6624	662	6/9
6625	662	7/9
6626	662	8/9
6627	663	0/9
6628	663	1/9
6629	663	2/9
6630	663	3/9
6631	X
6632	663	4/9
6633	663	5/9
6634	663	6/9
6635	663	7/9
6636	663	8/9
6637	664	0/8
6638	664	1/8
6639	X
6640	664	2/8
6641	664	3/8
6642	664	4/8
6643	664	5/8
6644	664	6/8
6645	664	7/8
6646	665	0/9
6647	X
6648	665	1/9
6649	665	2/9
6650	665	3/9
6651	665	4/9
6652	665	5/9
6653	665	6/9
6654	665	7/9
6655	X
6656	665	8/9
6657	666	0/9
6658	666	1/9
6659	666	2/9
6660	666	3/9
6661	666	4/9
6662	666	5/9
6663	X
6664	666	6/9
6665	666	7/9
6666	666	8/9
6667	667	0/9
6668	667	1/9
6669	667	2/9
6670	667	3/9
6671	X
6672	667	4/9
6673	667	5/9
6674	667	6/9
6675	667	7/9
6676	667	8/9
6677	668	0/8
6678	668	1/8
6679	X
6680	668	2/8
6681	668	3/8
6682	668	4/8
6683	668	5/8
6684	668	6/8
6685	668	7/8
6686	669	0/9
6687	X
6688	669	1/9
6689	669	2/9
6690	669	3/9
6691	669	4/9
6692	669	5/9
6693	669	6/9
6694	669	7/9
6695	X
6696	669	8/9
6697	670	0/9
6698	670	1/9
6699	670	2/9
6700	670	3/9
6701	670	4/9
6702	670	5/9
6703	X
6704	670	6/9
6705	670	7/9
6706	670	8/9
6707	671	0/9
6708	671	1/9
6709	671	2/9
6710	671	3/9
6711	X
6712	671	4/9
6713	671	5/9
6714	671	6/9
6715	671	7/9
6716	671	8/9
6717	672	0/8
6718	672	1/8
6719	X
6720	672	2/8
6721	672	3/8
6722	672	4/8
6723	672	5/8
6724	672	6/8
6725	672	7/8
6726	673	0/9
6727	X
6728	673	1/9
6729	673	2/9
6730	673	3/9
6731	673	4/9
6732	673	5/9
6733	673	6/9
6734	673	7/9
6735	X
6736	673	8/9
6737	674	0/9
6738	674	1/9
6739	674	2/9
6740	674	3/9
6741	674	4/9
6742	674	5/9
6743	X
6744	674	6/9
6745	674	7/9
6746	674	8/9
6747	675	0/9
6748	675	1/9
6749	675	2/9
6750	675	3/9
6751	X
6752	675	4/9
6753	675	5/9
6754	675	6/9
6755	675	7/9
6756	675	8/9
6757	676	0/8
6758	676	1/8
6759	X
6760	676	2/8
6761	676	3/8
6762	676	4/8
6763	676	5/8
6764	676	6/8
6765	676	7/8
6766	677	0/9
6767	X
6768	677	1/9
6769	677	2/9
6770	677	3/9
6771	677	4/9
6772	677	5/9
6773	677	6/9
6774	677	7/9
6775	X
6776	677	8/9
6777	678	0/9
6778	678	1/9
6779	678	2/9
6780	678	3/9
6781	678	4/9
6782	678	5/9
6783	X
6784	678	6/9
6785	678	7/9
6786	678	8/9
6787	679	0/9
6788	679	1/9
6789	679	2/9
6790	679	3/9
6791	X
6792	679	4/9
6793	679	5/9
6794	679	6/9
6795	679	7/9
6796	679	8/9
6797	680	0/8
6798	680	1/8
6799	X
6800	680	2/8
6801	680	3/8
6802	680	4/8
6803	680	5/8
6804	680	6/8
6805	680	7/8
6806	681	0/9
6807	X
6808	681	1/9
6809	681	2/9
6810	681	3/9
6811	681	4/9
6812	681	5/9
6813	681	6/9
6814	681	7/9
6815	X
6816	681	8/9
6817	682	0/9
6818	682	1/9
6819	682	2/9
6820	682	3/9
6821	682	4/9
6822	682	5/9
6823	X
6824	682	6/9
6825	682	7/9
6826	682	8/9
6827	683	0/9
6828	683	1/9
6829	683	2/9
6830	683	3/9
6831	X
6832	683	4/9
6833	683	5/9
6834	683	6/9
6835	683	7/9
6836	683	8/9
6837	684	0/8
6838	684	1/8
6839	X
6840	684	2/8
6841	684	3/8
6842	684	4/8
6843	684	5/8
6844	684	6/8
6845	684	7/8
6846	685	0/9
6847	X
6848	685	1/9
6849	685	2/9
6850	685	3/9
6851	685	4/9
6852	685	5/9
6853	685	6/9
6854	685	7/9
6855	X
6856	685	8/9
6857	686	0/9
6858	686	1/9
6859	686	2/9
6860	686	3/9
6861	686	4/9
6862	686	5/9
6863	X
6864	686	6/9
6865	686	7/9
6866	686	8/9
6867	687	0/9
6868	687	1/9
6869	687	2/9
6870	687	3/9
6871	X
6872	687	4/9
6873	687	5/9
6874	687	6/9
6875	687	7/9
6876	687	8/9
6877	688	0/8
6878	688	1/8
6879	X
6880	688	2/8
6881	688	3/8
6882	688	4/8
6883	688	5/8
6884	688	6/8
6885	688	7/8
6886	689	0/9
6887	X
6888	689	1/9
6889	689	2/9
6890	689	3/9
6891	689	4/9
6892	689	5/9
6893	689	6/9
6894	689	7/9
6895	X
6896	689	8/9
6897	690	0/9
6898	690	1/9
6899	690	2/9
6900	690	3/9
6901	690	4/9
6902	690	5/9
6903	X
6904	690	6/9
6905	690	7/9
6906	690	8/9
6907	691	0/9
6908	691	1/9
6909	691	2/9
6910	691	3/9
6911	X
6912	691	4/9
6913	691	5/9
6914	691	6/9
6915	691	7/9
6916	691	8/9
6917	692	0/8
6918	692	1/8
6919	X
6920	692	2/8
6921	692	3/8
6922	692	4/8
6923	692	5/8
6924	692	6/8
6925	692	7/8
6926	693	0/9
6927	X
6928	693	1/9
6929	693	2/9
6930	693	3/9
6931	693	4/9
6932	693	5/9
6933	693	6/9
6934	693	7/9
6935	X
6936	693	8/9
6937	694	0/9
6938	694	1/9
6939	694	2/9
6940	694	3/9
6941	694	4/9
6942	694	5/9
6943	X
6944	694	6/9
6945	694	7/9
6946	694	8/9
6947	695	0/9
6948	695	1/9
6949	695	2/9
6950	695	3/9
6951	X
6952	695	4/9
6953	695	5/9
6954	695	6/9
6955	695	7/9
6956	695	8/9
6957	696	0/8
6958	696	1/8
6959	X
6960	696	2/8
6961	696	3/8
6962	696	4/8
6963	696	5/8
6964	696	6/8
6965	696	7/8
6966	697	0/9
6967	X
6968	697	1/9
6969	697	2/9
6970	697	3/9
6971	697	4/9
6972	697	5/9
6973	697	6/9
6974	697	7/9
6975	X
6976	697	8/9
6977	698	0/9
6978	698	1/9
6979	698	2/9
6980	698	3/9
6981	698	4/9
6982	698	5/9
6983	X
6984	698	6/9
6985	698	7/9
6986	698	8/9
6987	699	0/9
6988	699	1/9
6989	699	2/9
6990	699	3/9
6991	X
6992	699	4/9
6993	699	5/9
6994	699	6/9
6995	699	7/9
6996	699	8/9
6997	700	0/9
6998	700	1/9
6999	X
7000	700	2/9
7001	700	3/9
7002	700	4/9
7003	700	5/9
7004	700	6/9
7005	700	7/9
7006	700	8/9
7007	X
7008	701	0/9
7009	701	1/9
7010	701	2/9
7011	701	3/9
7012	701	4/9
7013	701	5/9
7014	701	6/9
7015	X
7016	701	7/9
7017	701	8/9
7018	702	0/9
7019	702	1/9
7020	702	2/9
7021	702	3/9
7022	702	4/9
7023	X
7024	702	5/9
7025	702	6/9
7026	702	7/9
7027	702	8/9
7028	703	0/9
7029	703	1/9
7030	703	2/9
7031	X
7032	703	3/9
7033	703	4/9
7034	703	5/9
7035	703	6/9
7036	703	7/9
7037	703	8/9
7038	704	0/8
7039	X
7040	704	1/8
7041	704	2/8
7042	704	3/8
7043	704	4/8
7044	704	5/8
7045	704	6/8
7046	704	7/8
7047	X
7048	705	0/9
7049	705	1/9
7050	705	2/9
7051	705	3/9
7052	705	4/9
7053	705	5/9
7054	705	6/9
7055	X
7056	705	7/9
7057	705	8/9
7058	706	0/9
7059	706	1/9
7060	706	2/9
7061	706	3/9
7062	706	4/9
7063	X
7064	706	5/9
7065	706	6/9
7066	706	7/9
7067	706	8/9
7068	707	0/9
7069	707	1/9
7070	707	2/9
7071	X
7072	707	3/9
7073	707	4/9
7074	707	5/9
7075	707	6/9
7076	707	7/9
7077	707	8/9
7078	708	0/8
7079	X
7080	708	1/8
7081	708	2/8
7082	708	3/8
7083	708	4/8
7084	708	5/8
7085	708	6/8
7086	708	7/8
7087	X
7088	709	0/9
7089	709	1/9
7090	709	2/9
7091	709	3/9
7092	709	4/9
7093	709	5/9
7094	709	6/9
7095	X
7096	709	7/9
7097	709	8/9
7098	710	0/9
7099	710	1/9
7100	710	2/9
7101	710	3/9
7102	710	4/9
7103	X
7104	710	5/9
7105	710	6/9
7106	710	7/9
7107	710	8/9
7108	711	0/9
7109	711	1/9
7110	711	2/9
7111	X
7112	711	3/9
7113	711	4/9
7114	711	5/9
7115	711	6/9
7116	711	7/9
7117	711	8/9
7118	712	0/8
7119	X
7120	712	1/8
7121	712	2/8
7122	712	3/8
7123	712	4/8
7124	712	5/8
7125	712	6/8
7126	712	7/8
7127	X
7128	713	0/9
7129	713	1/9
7130	713	2/9
7131	713	3/9
7132	713	4/9
7133	713	5/9
7134	713	6/9
7135	X
7136	713	7/9
7137	713	8/9
7138	714	0/9
7139	714	1/9
7140	714	2/9
7141	714	3/9
7142	714	4/9
7143	X
7144	714	5/9
7145	714	6/9
7146	714	7/9
7147	714	8/9
7148	715	0/9
7149	715	1/9
7150	715	2/9
7151	X
7152	715	3/9
7153	715	4/9
7154	715	5/9
7155	715	6/9
7156	715	7/9
7157	715	8/9
7158	716	0/8
7159	X
7160	716	1/8
7161	716	2/8
7162	716	3/8
7163	716	4/8
7164	716	5/8
7165	716	6/8
7166	716	7/8
7167	X
7168	717	0/9
7169	717	1/9
7170	717	2/9
7171	717	3/9
7172	717	4/9
7173	717	5/9
7174	717	6/9
7175	X
7176	717	7/9
7177	717	8/9
7178	718	0/9
7179	718	1/9
7180	718	2/9
7181	718	3/9
7182	718	4/9
7183	X
7184	718	5/9
7185	718	6/9
7186	718	7/9
7187	718	8/9
7188	719	0/9
7189	719	1/9
7190	719	2/9
7191	X
7192	719	3/9
7193	719	4/9
7194	719	5/9
7195	719	6/9
7196	719	7/9
7197	719	8/9
7198	720	0/8
7199	X
7200	720	1/8
7201	720	2/8
7202	720	3/8
7203	720	4/8
7204	720	5/8
7205	720	6/8
7206	720	7/8
7207	X
7208	721	0/9
7209	721	1/9
7210	721	2/9
7211	721	3/9
7212	721	4/9
7213	721	5/9
7214	721	6/9
7215	X
7216	721	7/9
7217	721	8/9
7218	722	0/9
7219	722	1/9
7220	722	2/9
7221	722	3/9
7222	722	4/9
7223	X
7224	722	5/9
7225	722	6/9
7226	722	7/9
7227	722	8/9
7228	723	0/9
7229	723	1/9
7230	723	2/9
7231	X
7232	723	3/9
7233	723	4/9
7234	723	5/9
7235	723	6/9
7236	723	7/9
7237	723	8/9
7238	724	0/8
7239	X
7240	724	1/8
7241	724	2/8
7242	724	3/8
7243	724	4/8
7244	724	5/8
7245	724	6/8
7246	724	7/8
7247	X
7248	725	0/9
7249	725	1/9
7250	725	2/9
7251	725	3/9
7252	725	4/9
7253	725	5/9
7254	725	6/9
7255	X
7256	725	7/9
7257	725	8/9
7258	726	0/9
7259	726	1/9
7260	726	2/9
7261	726	3/9
7262	726	4/9
7263	X
7264	726	5/9
7265	726	6/9
7266	726	7/9
7267	726	8/9
7268	727	0/9
7269	727	1/9
7270	727	2/9
7271	X
7272	727	3/9
7273	727	4/9
7274	727	5/9
7275	727	6/9
7276	727	7/9
7277	727	8/9
7278	728	0/8
7279	X
7280	728	1/8
7281	728	2/8
7282	728	3/8
7283	728	4/8
7284	728	5/8
7285	728	6/8
7286	728	7/8
7287	X
7288	729	0/9
7289	729	1/9
7290	729	2/9
7291	729	3/9
7292	729	4/9
7293	729	5/9
7294	729	6/9
7295	X
7296	729	7/9
7297	729	8/9
7298	730	0/9
7299	730	1/9
7300	730	2/9
7301	730	3/9
7302	730	4/9
7303	X
7304	730	5/9
7305	730	6/9
7306	730	7/9
7307	730	8/9
7308	731	0/9
7309	731	1/9
7310	731	2/9
7311	X
7312	731	3/9
7313	731	4/9
7314	731	5/9
7315	731	6/9
7316	731	7/9
7317	731	8/9
7318	732	0/8
7319	X
7320	732	1/8
7321	732	2/8
7322	732	3/8
7323	732	4/8
7324	732	5/8
7325	732	6/8
7326	732	7/8
7327	X
7328	733	0/9
7329	733	1/9
7330	733	2/9
7331	733	3/9
7332	733	4/9
7333	733	5/9
7334	733	6/9
7335	X
7336	733	7/9
7337	733	8/9
7338	734	0/9
7339	734	1/9
7340	734	2/9
7341	734	3/9
7342	734	4/9
7343	X
7344	734	5/9
7345	734	6/9
7346	734	7/9
7347	734	8/9
7348	735	0/9
7349	735	1/9
7350	735	2/9
7351	X
7352	735	3/9
7353	735	4/9
7354	735	5/9
7355	735	6/9
7356	735	7/9
7357	735	8/9
7358	736	0/8
7359	X
7360	736	1/8
7361	736	2/8
7362	736	3/8
7363	736	4/8
7364	736	5/8
7365	736	6/8
7366	736	7/8
7367	X
7368	737	0/9
7369	737	1/9
7370	737	2/9
7371	737	3/9
7372	737	4/9
7373	737	5/9
7374	737	6/9
7375	X
7376	737	7/9
7377	737	8/9
7378	738	0/9
7379	738	1/9
7380	738	2/9
7381	738	3/9
7382	738	4/9
7383	X
7384	738	5/9
7385	738	6/9
7386	738	7/9
7387	738	8/9
7388	739	0/9
7389	739	1/9
7390	739	2/9
7391	X
7392	739	3/9
7393	739	4/9
7394	739	5/9
7395	739	6/9
7396	739	7/9
7397	739	8/9
7398	740	0/8
7399	X
7400	740	1/8
7401	740	2/8
7402	740	3/8
7403	740	4/8
7404	740	5/8
7405	740	6/8
7406	740	7/8
7407	X
7408	741	0/9
7409	741	1/9
7410	741	2/9
7411	741	3/9
7412	741	4/9
7413	741	5/9
7414	741	6/9
7415	X
7416	741	7/9
7417	741	8/9
7418	742	0/9
7419	742	1/9
7420	742	2/9
7421	742	3/9
7422	742	4/9
7423	X
7424	742	5/9
7425	742	6/9
7426	742	7/9
7427	742	8/9
7428	743	0/9
7429	743	1/9
7430	743	2/9
7431	X
7432	743	3/9
7433	743	4/9
7434	743	5/9
7435	743	6/9
7436	743	7/9
7437	743	8/9
7438	744	0/8
7439	X
7440	744	1/8
7441	744	2/8
7442	744	3/8
7443	744	4/8
7444	744	5/8
7445	744	6/8
7446	744	7/8
7447	X
7448	745	0/9
7449	745	1/9
7450	745	2/9
7451	745	3/9
7452	745	4/9
7453	745	5/9
7454	745	6/9
7455	X
7456	745	7/9
7457	745	8/9
7458	746	0/9
7459	746	1/9
7460	746	2/9
7461	746	3/9
7462	746	4/9
7463	X
7464	746	5/9
7465	746	6/9
7466	746	7/9
7467	746	8/9
7468	747	0/9
7469	747	1/9
7470	747	2/9
7471	X
7472	747	3/9
7473	747	4/9
7474	747	5/9
7475	747	6/9
7476	747	7/9
7477	747	8/9
7478	748	0/8
7479	X
7480	748	1/8
7481	748	2/8
7482	748	3/8
7483	748	4/8
7484	748	5/8
7485	748	6/8
7486	748	7/8
7487	X
7488	749	0/9
7489	749	1/9
7490	749	2/9
7491	749	3/9
7492	749	4/9
7493	749	5/9
7494	749	6/9
7495	X
7496	749	7/9
7497	749	8/9
7498	750	0/9
7499	750	1/9
7500	750	2/9
7501	750	3/9
7502	750	4/9
7503	X
7504	750	5/9
7505	750	6/9
7506	750	7/9
7507	750	8/9
7508	751	0/9
7509	751	1/9
7510	751	2/9
7511	X
7512	751	3/9
7513	751	4/9
7514	751	5/9
7515	751	6/9
7516	751	7/9
7517	751	8/9
7518	752	0/8
7519	X
7520	752	1/8
7521	752	2/8
7522	752	3/8
7523	752	4/8
7524	752	5/8
7525	752	6/8
7526	752	7/8
7527	X
7528	753	0/9
7529	753	1/9
7530	753	2/9
7531	753	3/9
7532	753	4/9
7533	753	5/9
7534	753	6/9
7535	X
7536	753	7/9
7537	753	8/9
7538	754	0/9
7539	754	1/9
7540	754	2/9
7541	754	3/9
7542	754	4/9
7543	X
7544	754	5/9
7545	754	6/9
7546	754	7/9
7547	754	8/9
7548	755	0/9
7549	755	1/9
7550	755	2/9
7551	X
7552	755	3/9
7553	755	4/9
7554	755	5/9
7555	755	6/9
7556	755	7/9
7557	755	8/9
7558	756	0/8
7559	X
7560	756	1/8
7561	756	2/8
7562	756	3/8
7563	756	4/8
7564	756	5/8
7565	756	6/8
7566	756	7/8
7567	X
7568	757	0/9
7569	757	1/9
7570	757	2/9
7571	757	3/9
7572	757	4/9
7573	757	5/9
7574	757	6/9
7575	X
7576	757	7/9
7577	757	8/9
7578	758	0/9
7579	758	1/9
7580	758	2/9
7581	758	3/9
7582	758	4/9
7583	X
7584	758	5/9
7585	758	6/9
7586	758	7/9
7587	758	8/9
7588	759	0/9
7589	759	1/9
7590	759	2/9
7591	X
7592	759	3/9
7593	759	4/9
7594	759	5/9
7595	759	6/9
7596	759	7/9
7597	759	8/9
7598	760	0/8
7599	X
7600	760	1/8
7601	760	2/8
7602	760	3/8
7603	760	4/8
7604	760	5/8
7605	760	6/8
7606	760	7/8
7607	X
7608	761	0/9
7609	761	1/9
7610	761	2/9
7611	761	3/9
7612	761	4/9
7613	761	5/9
7614	761	6/9
7615	X
7616	761	7/9
7617	761	8/9
7618	762	0/9
7619	762	1/9
7620	762	2/9
7621	762	3/9
7622	762	4/9
7623	X
7624	762	5/9
7625	762	6/9
7626	762	7/9
7627	762	8/9
7628	763	0/9
7629	763	1/9
7630	763	2/9
7631	X
7632	763	3/9
7633	763	4/9
7634	763	5/9
7635	763	6/9
7636	763	7/9
7637	763	8/9
7638	764	0/8
7639	X
7640	764	1/8
7641	764	2/8
7642	764	3/8
7643	764	4/8
7644	764	5/8
7645	764	6/8
7646	764	7/8
7647	X
7648	765	0/9
7649	765	1/9
7650	765	2/9
7651	765	3/9
7652	765	4/9
7653	765	5/9
7654	765	6/9
7655	X
7656	765	7/9
7657	765	8/9
7658	766	0/9
7659	766	1/9
7660	766	2/9
7661	766	3/9
7662	766	4/9
7663	X
7664	766	5/9
7665	766	6/9
7666	766	7/9
7667	766	8/9
7668	767	0/9
7669	767	1/9
7670	767	2/9
7671	X
7672	767	3/9
7673	767	4/9
7674	767	5/9
7675	767	6/9
7676	767	7/9
7677	767	8/9
7678	768	0/8
7679	X
7680	768	1/8
7681	768	2/8
7682	768	3/8
7683	768	4/8
7684	768	5/8
7685	768	6/8
7686	768	7/8
7687	X
7688	769	0/9
7689	769	1/9
7690	769	2/9
7691	769	3/9
7692	769	4/9
7693	769	5/9
7694	769	6/9
7695	X
7696	769	7/9
7697	769	8/9
7698	770	0/9
7699	770	1/9
7700	770	2/9
7701	770	3/9
7702	770	4/9
7703	X
7704	770	5/9
7705	770	6/9
7706	770	7/9
7707	770	8/9
7708	771	0/9
7709	771	1/9
7710	771	2/9
7711	X
7712	771	3/9
7713	771	4/9
7714	771	5/9
7715	771	6/9
7716	771	7/9
7717	771	8/9
7718	772	0/8
7719	X
7720	772	1/8
7721	772	2/8
7722	772	3/8
7723	772	4/8
7724	772	5/8
7725	772	6/8
7726	772	7/8
7727	X
7728	773	0/9
7729	773	1/9
7730	773	2/9
7731	773	3/9
7732	773	4/9
7733	773	5/9
7734	773	6/9
7735	X
7736	773	7/9
7737	773	8/9
7738	774	0/9
7739	774	1/9
7740	774	2/9
7741	774	3/9
7742	774	4/9
7743	X
7744	774	5/9
7745	774	6/9
7746	774	7/9
7747	774	8/9
7748	775	0/9
7749	775	1/9
7750	775	2/9
7751	X
7752	775	3/9
7753	775	4/9
7754	775	5/9
7755	775	6/9
7756	775	7/9
7757	775	8/9
7758	776	0/8
7759	X
7760	776	1/8
7761	776	2/8
7762	776	3/8
7763	776	4/8
7764	776	5/8
7765	776	6/8
7766	776	7/8
7767	X
7768	777	0/9
7769	777	1/9
7770	777	2/9
7771	777	3/9
7772	777	4/9
7773	777	5/9
7774	777	6/9
7775	X
7776	777	7/9
7777	777	8/9
7778	778	0/9
7779	778	1/9
7780	778	2/9
7781	778	3/9
7782	778	4/9
7783	X
7784	778	5/9
7785	778	6/9
7786	778	7/9
7787	778	8/9
7788	779	0/9
7789	779	1/9
7790	779	2/9
7791	X
7792	779	3/9
7793	779	4/9
7794	779	5/9
7795	779	6/9
7796	779	7/9
7797	779	8/9
7798	780	0/8
7799	X
7800	780	1/8
7801	780	2/8
7802	780	3/8
7803	780	4/8
7804	780	5/8
7805	780	6/8
7806	780	7/8
7807	X
7808	781	0/9
7809	781	1/9
7810	781	2/9
7811	781	3/9
7812	781	4/9
7813	781	5/9
7814	781	6/9
7815	X
7816	781	7/9
7817	781	8/9
7818	782	0/9
7819	782	1/9
7820	782	2/9
7821	782	3/9
7822	782	4/9
7823	X
7824	782	5/9
7825	782	6/9
7826	782	7/9
7827	782	8/9
7828	783	0/9
7829	783	1/9
7830	783	2/9
7831	X
7832	783	3/9
7833	783	4/9
7834	783	5/9
7835	783	6/9
7836	783	7/9
7837	783	8/9
7838	784	0/8
7839	X
7840	784	1/8
7841	784	2/8
7842	784	3/8
7843	784	4/8
7844	784	5/8
7845	784	6/8
7846	784	7/8
7847	X
7848	785	0/9
7849	785	1/9
7850	785	2/9
7851	785	3/9
7852	785	4/9
7853	785	5/9
7854	785	6/9
7855	X
7856	785	7/9
7857	785	8/9
7858	786	0/9
7859	786	1/9
7860	786	2/9
7861	786	3/9
7862	786	4/9
7863	X
7864	786	5/9
7865	786	6/9
7866	786	7/9
7867	786	8/9
7868	787	0/9
7869	787	1/9
7870	787	2/9
7871	X
7872	787	3/9
7873	787	4/9
7874	787	5/9
7875	787	6/9
7876	787	7/9
7877	787	8/9
7878	788	0/8
7879	X
7880	788	1/8
7881	788	2/8
7882	788	3/8
7883	788	4/8
7884	788	5/8
7885	788	6/8
7886	788	7/8
7887	X
7888	789	0/9
7889	789	1/9
7890	789	2/9
7891	789	3/9
7892	789	4/9
7893	789	5/9
7894	789	6/9
7895	X
7896	789	7/9
7897	789	8/9
7898	790	0/9
7899	790	1/9
7900	790	2/9
7901	790	3/9
7902	790	4/9
7903	X
7904	790	5/9
7905	790	6/9
7906	790	7/9
7907	790	8/9
7908	791	0/9
7909	791	1/9
7910	791	2/9
7911	X
7912	791	3/9
7913	791	4/9
7914	791	5/9
7915	791	6/9
7916	791	7/9
7917	791	8/9
7918	792	0/8
7919	X
7920	792	1/8
7921	792	2/8
7922	792	3/8
7923	792	4/8
7924	792	5/8
7925	792	6/8
7926	792	7/8
7927	X
7928	793	0/9
7929	793	1/9
7930	793	2/9
7931	793	3/9
7932	793	4/9
7933	793	5/9
7934	793	6/9
7935	X
7936	793	7/9
7937	793	8/9
7938	794	0/9
7939	794	1/9
7940	794	2/9
7941	794	3/9
7942	794	4/9
7943	X
7944	794	5/9
7945	794	6/9
7946	794	7/9
7947	794	8/9
7948	795	0/9
7949	795	1/9
7950	795	2/9
7951	X
7952	795	3/9
7953	795	4/9
7954	795	5/9
7955	795	6/9
7956	795	7/9
7957	795	8/9
7958	796	0/8
7959	X
7960	796	1/8
7961	796	2/8
7962	796	3/8
7963	796	4/8
7964	796	5/8
7965	796	6/8
7966	796	7/8
7967	X
7968	797	0/9
7969	797	1/9
7970	797	2/9
7971	797	3/9
7972	797	4/9
7973	797	5/9
7974	797	6/9
7975	X
7976	797	7/9
7977	797	8/9
7978	798	0/9
7979	798	1/9
7980	798	2/9
7981	798	3/9
7982	798	4/9
7983	X
7984	798	5/9
7985	798	6/9
7986	798	7/9
7987	798	8/9
7988	799	0/9
7989	799	1/9
7990	799	2/9
7991	X
7992	799	3/9
7993	799	4/9
7994	799	5/9
7995	799	6/9
7996	799	7/9
7997	799	8/9
7998	800	0/9
7999	X
8000	800	1/9
8001	800	2/9
8002	800	3/9
8003	800	4/9
8004	800	5/9
8005	800	6/9
8006	800	7/9
8007	X
8008	800	8/9
8009	801	0/9
8010	801	1/9
8011	801	2/9
8012	801	3/9
8013	801	4/9
8014	801	5/9
8015	X
8016	801	6/9
8017	801	7/9
8018	801	8/9
8019	802	0/9
8020	802	1/9
8021	802	2/9
8022	802	3/9
8023	X
8024	802	4/9
8025	802	5/9
8026	802	6/9
8027	802	7/9
8028	802	8/9
8029	803	0/9
8030	803	1/9
8031	X
8032	803	2/9
8033	803	3/9
8034	803	4/9
8035	803	5/9
8036	803	6/9
8037	803	7/9
8038	803	8/9
8039	X
8040	804	0/8
8041	804	1/8
8042	804	2/8
8043	804	3/8
8044	804	4/8
8045	804	5/8
8046	804	6/8
8047	X
8048	804	7/8
8049	805	0/9
8050	805	1/9
8051	805	2/9
8052	805	3/9
8053	805	4/9
8054	805	5/9
8055	X
8056	805	6/9
8057	805	7/9
8058	805	8/9
8059	806	0/9
8060	806	1/9
8061	806	2/9
8062	806	3/9
8063	X
8064	806	4/9
8065	806	5/9
8066	806	6/9
8067	806	7/9
8068	806	8/9
8069	807	0/9
8070	807	1/9
8071	X
8072	807	2/9
8073	807	3/9
8074	807	4/9
8075	807	5/9
8076	807	6/9
8077	807	7/9
8078	807	8/9
8079	X
8080	808	0/8
8081	808	1/8
8082	808	2/8
8083	808	3/8
8084	808	4/8
8085	808	5/8
8086	808	6/8
8087	X
8088	808	7/8
8089	809	0/9
8090	809	1/9
8091	809	2/9
8092	809	3/9
8093	809	4/9
8094	809	5/9
8095	X
8096	809	6/9
8097	809	7/9
8098	809	8/9
8099	810	0/9
8100	810	1/9
8101	810	2/9
8102	810	3/9
8103	X
8104	810	4/9
8105	810	5/9
8106	810	6/9
8107	810	7/9
8108	810	8/9
8109	811	0/9
8110	811	1/9
8111	X
8112	811	2/9
8113	811	3/9
8114	811	4/9
8115	811	5/9
8116	811	6/9
8117	811	7/9
8118	811	8/9
8119	X
8120	812	0/8
8121	812	1/8
8122	812	2/8
8123	812	3/8
8124	812	4/8
8125	812	5/8
8126	812	6/8
8127	X
8128	812	7/8
8129	813	0/9
8130	813	1/9
8131	813	2/9
8132	813	3/9
8133	813	4/9
8134	813	5/9
8135	X
8136	813	6/9
8137	813	7/9
8138	813	8/9
8139	814	0/9
8140	814	1/9
8141	814	2/9
8142	814	3/9
8143	X
8144	814	4/9
8145	814	5/9
8146	814	6/9
8147	814	7/9
8148	814	8/9
8149	815	0/9
8150	815	1/9
8151	X
8152	815	2/9
8153	815	3/9
8154	815	4/9
8155	815	5/9
8156	815	6/9
8157	815	7/9
8158	815	8/9
8159	X
8160	816	0/8
8161	816	1/8
8162	816	2/8
8163	816	3/8
8164	816	4/8
8165	816	5/8
8166	816	6/8
8167	X
8168	816	7/8
8169	817	0/9
8170	817	1/9
8171	817	2/9
8172	817	3/9
8173	817	4/9
8174	817	5/9
8175	X
8176	817	6/9
8177	817	7/9
8178	817	8/9
8179	818	0/9
8180	818	1/9
8181	818	2/9
8182	818	3/9
8183	X
8184	818	4/9
8185	818	5/9
8186	818	6/9
8187	818	7/9
8188	818	8/9
8189	819	0/9
8190	819	1/9
8191	X
8192	819	2/9
8193	819	3/9
8194	819	4/9
8195	819	5/9
8196	819	6/9
8197	819	7/9
8198	819	8/9
8199	X
8200	820	0/8
8201	820	1/8
8202	820	2/8
8203	820	3/8
8204	820	4/8
8205	820	5/8
8206	820	6/8
8207	X
8208	820	7/8
8209	821	0/9
8210	821	1/9
8211	821	2/9
