25/4	15+16	loop
41831	6694	0/5
41832	6694	1/5
41833	6694	2/5
41834	6694	3/5
41835	6694	4/5
41836	6695	0/6
41837	X
41838	6695	1/6
41839	X
41840	6695	2/6
41841	6695	3/6
41842	6695	4/6
41843	6695	5/6
41844	6696	0/5
41845	6696	1/5
41846	6696	2/5
41847	6696	3/5
41848	6696	4/5
41849	6697	0/6
41850	6697	1/6
41851	6697	2/6
41852	6697	3/6
41853	6697	4/6
41854	6697	5/6
41855	X
41856	6698	0/6
41857	6698	1/6
41858	6698	2/6
41859	6698	3/6
41860	6698	4/6
41861	6698	5/6
41862	6699	0/5
41863	6699	1/5
41864	X
41865	6699	2/5
41866	6699	3/5
41867	6699	4/5
41868	6700	0/6
41869	6700	1/6
41870	6700	2/6
41871	X
41872	6700	3/6
41873	6700	4/6
41874	6700	5/6
41875	6701	0/6
41876	6701	1/6
41877	6701	2/6
41878	6701	3/6
41879	6701	4/6
41880	6701	5/6
41881	6702	0/5
41882	6702	1/5
41883	6702	2/5
41884	6702	3/5
41885	6702	4/5
41886	6703	0/6
41887	X
41888	6703	1/6
41889	6703	2/6
41890	6703	3/6
41891	X
41892	6703	4/6
41893	6703	5/6
41894	6704	0/5
41895	6704	1/5
41896	6704	2/5
41897	6704	3/5
41898	6704	4/5
41899	6705	0/6
41900	6705	1/6
41901	6705	2/6
41902	6705	3/6
41903	X
41904	6705	4/6
41905	6705	5/6
41906	6706	0/6
41907	6706	1/6
41908	6706	2/6
41909	6706	3/6
41910	6706	4/6
41911	6706	5/6
41912	6707	0/5
41913	6707	1/5
41914	6707	2/5
41915	6707	3/5
41916	6707	4/5
41917	X
41918	6708	0/6
41919	X
41920	6708	1/6
41921	6708	2/6
41922	6708	3/6
41923	6708	4/6
41924	6708	5/6
41925	6709	0/6
41926	6709	1/6
41927	6709	2/6
41928	6709	3/6
41929	6709	4/6
41930	6709	5/6
41931	6710	0/5
41932	6710	1/5
41933	6710	2/5
41934	6710	3/5
41935	X
41936	6710	4/5
41937	6711	0/6
41938	6711	1/6
41939	6711	2/6
41940	6711	3/6
41941	6711	4/6
41942	6711	5/6
41943	6712	0/5
41944	X
41945	6712	1/5
41946	6712	2/5
41947	6712	3/5
41948	6712	4/5
41949	6713	0/6
41950	6713	1/6
41951	X
41952	6713	2/6
41953	6713	3/6
41954	6713	4/6
41955	6713	5/6
41956	6714	0/6
41957	6714	1/6
41958	6714	2/6
41959	6714	3/6
41960	6714	4/6
41961	6714	5/6
41962	6715	0/5
41963	6715	1/5
41964	6715	2/5
41965	6715	3/5
41966	6715	4/5
41967	X
41968	6716	0/6
41969	6716	1/6
41970	6716	2/6
41971	X
41972	6716	3/6
41973	6716	4/6
41974	6716	5/6
41975	6717	0/6
41976	6717	1/6
41977	6717	2/6
41978	6717	3/6
41979	6717	4/6
41980	6717	5/6
41981	6718	0/5
41982	6718	1/5
41983	X
41984	6718	2/5
41985	6718	3/5
41986	6718	4/5
41987	6719	0/6
41988	6719	1/6
41989	6719	2/6
41990	6719	3/6
41991	6719	4/6
41992	6719	5/6
41993	6720	0/5
41994	6720	1/5
41995	6720	2/5
41996	6720	3/5
41997	X
41998	6720	4/5
41999	X
42000	6721	0/6
42001	6721	1/6
42002	6721	2/6
42003	6721	3/6
42004	6721	4/6
42005	6721	5/6
42006	6722	0/6
42007	6722	1/6
42008	6722	2/6
42009	6722	3/6
42010	6722	4/6
42011	6722	5/6
42012	6723	0/5
42013	6723	1/5
42014	6723	2/5
42015	X
42016	6723	3/5
42017	6723	4/5
42018	6724	0/6
42019	6724	1/6
42020	6724	2/6
42021	6724	3/6
42022	6724	4/6
42023	6724	5/6
42024	X
42025	6725	0/6
42026	6725	1/6
42027	6725	2/6
42028	6725	3/6
42029	6725	4/6
42030	6725	5/6
42031	X
42032	6726	0/5
42033	6726	1/5
42034	6726	2/5
42035	6726	3/5
42036	6726	4/5
42037	6727	0/6
42038	6727	1/6
42039	6727	2/6
42040	6727	3/6
42041	6727	4/6
42042	6727	5/6
42043	6728	0/5
42044	6728	1/5
42045	6728	2/5
42046	6728	3/5
42047	X
42048	6728	4/5
42049	6729	0/6
42050	6729	1/6
42051	X
42052	6729	2/6
42053	6729	3/6
42054	6729	4/6
42055	6729	5/6
42056	6730	0/6
42057	6730	1/6
42058	6730	2/6
42059	6730	3/6
42060	6730	4/6
42061	6730	5/6
42062	6731	0/5
42063	X
42064	6731	1/5
42065	6731	2/5
42066	6731	3/5
42067	6731	4/5
42068	6732	0/6
42069	6732	1/6
42070	6732	2/6
42071	6732	3/6
42072	6732	4/6
42073	6732	5/6
42074	6733	0/6
42075	6733	1/6
42076	6733	2/6
42077	X
42078	6733	3/6
42079	X
42080	6733	4/6
42081	6733	5/6
42082	6734	0/5
42083	6734	1/5
42084	6734	2/5
42085	6734	3/5
42086	6734	4/5
42087	6735	0/6
42088	6735	1/6
42089	6735	2/6
42090	6735	3/6
42091	6735	4/6
42092	6735	5/6
42093	6736	0/5
42094	6736	1/5
42095	X
42096	6736	2/5
42097	6736	3/5
42098	6736	4/5
42099	6737	0/6
42100	6737	1/6
42101	6737	2/6
42102	6737	3/6
42103	6737	4/6
42104	X
42105	6737	5/6
42106	6738	0/6
42107	6738	1/6
42108	6738	2/6
42109	6738	3/6
42110	6738	4/6
42111	X
42112	6738	5/6
42113	6739	0/5
42114	6739	1/5
42115	6739	2/5
42116	6739	3/5
42117	6739	4/5
42118	6740	0/6
42119	6740	1/6
42120	6740	2/6
42121	6740	3/6
42122	6740	4/6
42123	6740	5/6
42124	6741	0/6
42125	6741	1/6
42126	6741	2/6
42127	X
42128	6741	3/6
42129	6741	4/6
42130	6741	5/6
42131	X
42132	6742	0/5
42133	6742	1/5
42134	6742	2/5
42135	6742	3/5
42136	6742	4/5
42137	6743	0/6
42138	6743	1/6
42139	6743	2/6
42140	6743	3/6
42141	6743	4/6
42142	6743	5/6
42143	X
42144	6744	0/5
42145	6744	1/5
42146	6744	2/5
42147	6744	3/5
42148	6744	4/5
42149	6745	0/6
42150	6745	1/6
42151	6745	2/6
42152	6745	3/6
42153	6745	4/6
42154	6745	5/6
42155	6746	0/6
42156	6746	1/6
42157	X
42158	6746	2/6
42159	X
42160	6746	3/6
42161	6746	4/6
42162	6746	5/6
42163	6747	0/5
42164	6747	1/5
42165	6747	2/5
42166	6747	3/5
42167	6747	4/5
42168	6748	0/6
42169	6748	1/6
42170	6748	2/6
42171	6748	3/6
42172	6748	4/6
42173	6748	5/6
42174	6749	0/6
42175	X
42176	6749	1/6
42177	6749	2/6
42178	6749	3/6
42179	6749	4/6
42180	6749	5/6
42181	6750	0/5
42182	6750	1/5
42183	6750	2/5
42184	X
42185	6750	3/5
42186	6750	4/5
42187	6751	0/6
42188	6751	1/6
42189	6751	2/6
42190	6751	3/6
42191	X
42192	6751	4/6
42193	6751	5/6
42194	6752	0/5
42195	6752	1/5
42196	6752	2/5
42197	6752	3/5
42198	6752	4/5
42199	6753	0/6
42200	6753	1/6
42201	6753	2/6
42202	6753	3/6
42203	6753	4/6
42204	6753	5/6
42205	6754	0/6
42206	6754	1/6
42207	X
42208	6754	2/6
42209	6754	3/6
42210	6754	4/6
42211	X
42212	6754	5/6
42213	6755	0/5
42214	6755	1/5
42215	6755	2/5
42216	6755	3/5
42217	6755	4/5
42218	6756	0/6
42219	6756	1/6
42220	6756	2/6
42221	6756	3/6
42222	6756	4/6
42223	X
42224	6756	5/6
42225	6757	0/6
42226	6757	1/6
42227	6757	2/6
42228	6757	3/6
42229	6757	4/6
42230	6757	5/6
42231	6758	0/5
42232	6758	1/5
42233	6758	2/5
42234	6758	3/5
42235	6758	4/5
42236	6759	0/6
42237	X
42238	6759	1/6
42239	X
42240	6759	2/6
42241	6759	3/6
42242	6759	4/6
42243	6759	5/6
42244	6760	0/5
42245	6760	1/5
42246	6760	2/5
42247	6760	3/5
42248	6760	4/5
42249	6761	0/6
42250	6761	1/6
42251	6761	2/6
42252	6761	3/6
42253	6761	4/6
42254	6761	5/6
42255	X
42256	6762	0/6
42257	6762	1/6
42258	6762	2/6
42259	6762	3/6
42260	6762	4/6
42261	6762	5/6
42262	6763	0/5
42263	6763	1/5
42264	X
42265	6763	2/5
42266	6763	3/5
42267	6763	4/5
42268	6764	0/6
42269	6764	1/6
42270	6764	2/6
42271	X
42272	6764	3/6
42273	6764	4/6
42274	6764	5/6
42275	6765	0/6
42276	6765	1/6
42277	6765	2/6
42278	6765	3/6
42279	6765	4/6
42280	6765	5/6
42281	6766	0/5
42282	6766	1/5
42283	6766	2/5
42284	6766	3/5
42285	6766	4/5
42286	6767	0/6
42287	X
42288	6767	1/6
42289	6767	2/6
42290	6767	3/6
42291	X
42292	6767	4/6
42293	6767	5/6
42294	6768	0/5
42295	6768	1/5
42296	6768	2/5
42297	6768	3/5
42298	6768	4/5
42299	6769	0/6
42300	6769	1/6
42301	6769	2/6
42302	6769	3/6
42303	X
42304	6769	4/6
42305	6769	5/6
42306	6770	0/6
42307	6770	1/6
42308	6770	2/6
42309	6770	3/6
42310	6770	4/6
42311	6770	5/6
42312	6771	0/5
42313	6771	1/5
42314	6771	2/5
42315	6771	3/5
42316	6771	4/5
42317	X
42318	6772	0/6
42319	X
42320	6772	1/6
42321	6772	2/6
42322	6772	3/6
42323	6772	4/6
42324	6772	5/6
42325	6773	0/6
42326	6773	1/6
42327	6773	2/6
42328	6773	3/6
42329	6773	4/6
42330	6773	5/6
42331	6774	0/5
42332	6774	1/5
42333	6774	2/5
42334	6774	3/5
42335	X
42336	6774	4/5
42337	6775	0/6
42338	6775	1/6
42339	6775	2/6
42340	6775	3/6
42341	6775	4/6
42342	6775	5/6
42343	6776	0/5
42344	X
42345	6776	1/5
42346	6776	2/5
42347	6776	3/5
42348	6776	4/5
42349	6777	0/6
42350	6777	1/6
42351	X
42352	6777	2/6
42353	6777	3/6
42354	6777	4/6
42355	6777	5/6
42356	6778	0/6
42357	6778	1/6
42358	6778	2/6
42359	6778	3/6
42360	6778	4/6
42361	6778	5/6
42362	6779	0/5
42363	6779	1/5
42364	6779	2/5
42365	6779	3/5
42366	6779	4/5
42367	X
42368	6780	0/6
42369	6780	1/6
42370	6780	2/6
42371	X
42372	6780	3/6
42373	6780	4/6
42374	6780	5/6
42375	6781	0/6
42376	6781	1/6
42377	6781	2/6
42378	6781	3/6
42379	6781	4/6
42380	6781	5/6
42381	6782	0/5
42382	6782	1/5
42383	X
42384	6782	2/5
42385	6782	3/5
42386	6782	4/5
42387	6783	0/6
42388	6783	1/6
42389	6783	2/6
42390	6783	3/6
42391	6783	4/6
42392	6783	5/6
42393	6784	0/5
42394	6784	1/5
42395	6784	2/5
42396	6784	3/5
42397	X
42398	6784	4/5
42399	X
42400	6785	0/6
42401	6785	1/6
42402	6785	2/6
42403	6785	3/6
42404	6785	4/6
42405	6785	5/6
42406	6786	0/6
42407	6786	1/6
42408	6786	2/6
42409	6786	3/6
42410	6786	4/6
42411	6786	5/6
42412	6787	0/5
42413	6787	1/5
42414	6787	2/5
42415	X
42416	6787	3/5
42417	6787	4/5
42418	6788	0/6
42419	6788	1/6
42420	6788	2/6
42421	6788	3/6
42422	6788	4/6
42423	6788	5/6
42424	X
42425	6789	0/6
42426	6789	1/6
42427	6789	2/6
42428	6789	3/6
42429	6789	4/6
42430	6789	5/6
42431	X
42432	6790	0/5
42433	6790	1/5
42434	6790	2/5
42435	6790	3/5
42436	6790	4/5
42437	6791	0/6
42438	6791	1/6
42439	6791	2/6
42440	6791	3/6
42441	6791	4/6
42442	6791	5/6
42443	6792	0/5
42444	6792	1/5
42445	6792	2/5
42446	6792	3/5
42447	X
42448	6792	4/5
42449	6793	0/6
42450	6793	1/6
42451	X
42452	6793	2/6
42453	6793	3/6
42454	6793	4/6
42455	6793	5/6
42456	6794	0/6
42457	6794	1/6
42458	6794	2/6
42459	6794	3/6
42460	6794	4/6
42461	6794	5/6
42462	6795	0/5
42463	X
42464	6795	1/5
42465	6795	2/5
42466	6795	3/5
42467	6795	4/5
42468	6796	0/6
42469	6796	1/6
42470	6796	2/6
42471	6796	3/6
42472	6796	4/6
42473	6796	5/6
42474	6797	0/6
42475	6797	1/6
42476	6797	2/6
42477	X
42478	6797	3/6
42479	X
42480	6797	4/6
42481	6797	5/6
42482	6798	0/5
42483	6798	1/5
42484	6798	2/5
42485	6798	3/5
42486	6798	4/5
42487	6799	0/6
42488	6799	1/6
42489	6799	2/6
42490	6799	3/6
42491	6799	4/6
42492	6799	5/6
42493	6800	0/5
42494	6800	1/5
42495	X
42496	6800	2/5
42497	6800	3/5
42498	6800	4/5
42499	6801	0/6
42500	6801	1/6
42501	6801	2/6
42502	6801	3/6
42503	6801	4/6
42504	X
42505	6801	5/6
42506	6802	0/6
42507	6802	1/6
42508	6802	2/6
42509	6802	3/6
42510	6802	4/6
42511	X
42512	6802	5/6
42513	6803	0/5
42514	6803	1/5
42515	6803	2/5
42516	6803	3/5
42517	6803	4/5
42518	6804	0/6
42519	6804	1/6
42520	6804	2/6
42521	6804	3/6
42522	6804	4/6
42523	6804	5/6
42524	6805	0/6
42525	6805	1/6
42526	6805	2/6
42527	X
42528	6805	3/6
42529	6805	4/6
42530	6805	5/6
42531	X
42532	6806	0/5
42533	6806	1/5
42534	6806	2/5
42535	6806	3/5
42536	6806	4/5
42537	6807	0/6
42538	6807	1/6
42539	6807	2/6
42540	6807	3/6
42541	6807	4/6
42542	6807	5/6
42543	X
42544	6808	0/5
42545	6808	1/5
42546	6808	2/5
42547	6808	3/5
42548	6808	4/5
42549	6809	0/6
42550	6809	1/6
42551	6809	2/6
42552	6809	3/6
42553	6809	4/6
42554	6809	5/6
42555	6810	0/6
42556	6810	1/6
42557	X
42558	6810	2/6
42559	X
42560	6810	3/6
42561	6810	4/6
42562	6810	5/6
42563	6811	0/5
42564	6811	1/5
42565	6811	2/5
42566	6811	3/5
42567	6811	4/5
42568	6812	0/6
42569	6812	1/6
42570	6812	2/6
42571	6812	3/6
42572	6812	4/6
42573	6812	5/6
42574	6813	0/6
42575	X
42576	6813	1/6
42577	6813	2/6
42578	6813	3/6
42579	6813	4/6
42580	6813	5/6
42581	6814	0/5
42582	6814	1/5
42583	6814	2/5
42584	X
42585	6814	3/5
42586	6814	4/5
42587	6815	0/6
42588	6815	1/6
42589	6815	2/6
42590	6815	3/6
42591	X
42592	6815	4/6
42593	6815	5/6
42594	6816	0/5
42595	6816	1/5
42596	6816	2/5
42597	6816	3/5
42598	6816	4/5
42599	6817	0/6
42600	6817	1/6
42601	6817	2/6
42602	6817	3/6
42603	6817	4/6
42604	6817	5/6
42605	6818	0/6
42606	6818	1/6
42607	X
42608	6818	2/6
42609	6818	3/6
42610	6818	4/6
42611	X
42612	6818	5/6
42613	6819	0/5
42614	6819	1/5
42615	6819	2/5
42616	6819	3/5
42617	6819	4/5
42618	6820	0/6
42619	6820	1/6
42620	6820	2/6
42621	6820	3/6
42622	6820	4/6
42623	X
42624	6820	5/6
42625	6821	0/6
42626	6821	1/6
42627	6821	2/6
42628	6821	3/6
42629	6821	4/6
42630	6821	5/6
42631	6822	0/5
42632	6822	1/5
42633	6822	2/5
42634	6822	3/5
42635	6822	4/5
42636	6823	0/6
42637	X
42638	6823	1/6
42639	X
42640	6823	2/6
42641	6823	3/6
42642	6823	4/6
42643	6823	5/6
42644	6824	0/5
42645	6824	1/5
42646	6824	2/5
42647	6824	3/5
42648	6824	4/5
42649	6825	0/6
42650	6825	1/6
42651	6825	2/6
42652	6825	3/6
42653	6825	4/6
42654	6825	5/6
42655	X
42656	6826	0/6
42657	6826	1/6
42658	6826	2/6
42659	6826	3/6
42660	6826	4/6
42661	6826	5/6
42662	6827	0/5
42663	6827	1/5
42664	X
42665	6827	2/5
42666	6827	3/5
42667	6827	4/5
42668	6828	0/6
42669	6828	1/6
42670	6828	2/6
42671	X
42672	6828	3/6
42673	6828	4/6
42674	6828	5/6
42675	6829	0/6
42676	6829	1/6
42677	6829	2/6
42678	6829	3/6
42679	6829	4/6
42680	6829	5/6
42681	6830	0/5
42682	6830	1/5
42683	6830	2/5
42684	6830	3/5
42685	6830	4/5
42686	6831	0/6
42687	X
42688	6831	1/6
42689	6831	2/6
42690	6831	3/6
42691	X
42692	6831	4/6
42693	6831	5/6
42694	6832	0/5
42695	6832	1/5
42696	6832	2/5
42697	6832	3/5
42698	6832	4/5
42699	6833	0/6
42700	6833	1/6
42701	6833	2/6
42702	6833	3/6
42703	X
42704	6833	4/6
42705	6833	5/6
42706	6834	0/6
42707	6834	1/6
42708	6834	2/6
42709	6834	3/6
42710	6834	4/6
42711	6834	5/6
42712	6835	0/5
42713	6835	1/5
42714	6835	2/5
42715	6835	3/5
42716	6835	4/5
42717	X
42718	6836	0/6
42719	X
42720	6836	1/6
42721	6836	2/6
42722	6836	3/6
42723	6836	4/6
42724	6836	5/6
42725	6837	0/6
42726	6837	1/6
42727	6837	2/6
42728	6837	3/6
42729	6837	4/6
42730	6837	5/6
42731	6838	0/5
42732	6838	1/5
42733	6838	2/5
42734	6838	3/5
42735	X
42736	6838	4/5
42737	6839	0/6
42738	6839	1/6
42739	6839	2/6
42740	6839	3/6
42741	6839	4/6
42742	6839	5/6
42743	6840	0/5
42744	X
42745	6840	1/5
42746	6840	2/5
42747	6840	3/5
42748	6840	4/5
42749	6841	0/6
42750	6841	1/6
42751	X
42752	6841	2/6
42753	6841	3/6
42754	6841	4/6
42755	6841	5/6
42756	6842	0/6
42757	6842	1/6
42758	6842	2/6
42759	6842	3/6
42760	6842	4/6
42761	6842	5/6
42762	6843	0/5
42763	6843	1/5
42764	6843	2/5
42765	6843	3/5
42766	6843	4/5
42767	X
42768	6844	0/6
42769	6844	1/6
42770	6844	2/6
42771	X
42772	6844	3/6
42773	6844	4/6
42774	6844	5/6
42775	6845	0/6
42776	6845	1/6
42777	6845	2/6
42778	6845	3/6
42779	6845	4/6
42780	6845	5/6
42781	6846	0/5
42782	6846	1/5
42783	X
42784	6846	2/5
42785	6846	3/5
42786	6846	4/5
42787	6847	0/6
42788	6847	1/6
42789	6847	2/6
42790	6847	3/6
42791	6847	4/6
42792	6847	5/6
42793	6848	0/5
42794	6848	1/5
42795	6848	2/5
42796	6848	3/5
42797	X
42798	6848	4/5
42799	X
42800	6849	0/6
42801	6849	1/6
42802	6849	2/6
42803	6849	3/6
42804	6849	4/6
42805	6849	5/6
42806	6850	0/6
42807	6850	1/6
42808	6850	2/6
42809	6850	3/6
42810	6850	4/6
42811	6850	5/6
42812	6851	0/5
42813	6851	1/5
42814	6851	2/5
42815	X
42816	6851	3/5
42817	6851	4/5
42818	6852	0/6
42819	6852	1/6
42820	6852	2/6
42821	6852	3/6
42822	6852	4/6
42823	6852	5/6
42824	X
42825	6853	0/6
42826	6853	1/6
42827	6853	2/6
42828	6853	3/6
42829	6853	4/6
42830	6853	5/6
42831	X
42832	6854	0/5
42833	6854	1/5
42834	6854	2/5
42835	6854	3/5
42836	6854	4/5
42837	6855	0/6
42838	6855	1/6
42839	6855	2/6
42840	6855	3/6
42841	6855	4/6
42842	6855	5/6
42843	6856	0/5
42844	6856	1/5
42845	6856	2/5
42846	6856	3/5
42847	X
42848	6856	4/5
42849	6857	0/6
42850	6857	1/6
42851	X
42852	6857	2/6
42853	6857	3/6
42854	6857	4/6
42855	6857	5/6
42856	6858	0/6
42857	6858	1/6
42858	6858	2/6
42859	6858	3/6
42860	6858	4/6
42861	6858	5/6
42862	6859	0/5
42863	X
42864	6859	1/5
42865	6859	2/5
42866	6859	3/5
42867	6859	4/5
42868	6860	0/6
42869	6860	1/6
42870	6860	2/6
42871	6860	3/6
42872	6860	4/6
42873	6860	5/6
42874	6861	0/6
42875	6861	1/6
42876	6861	2/6
42877	X
42878	6861	3/6
42879	X
42880	6861	4/6
42881	6861	5/6
42882	6862	0/5
42883	6862	1/5
42884	6862	2/5
42885	6862	3/5
42886	6862	4/5
42887	6863	0/6
42888	6863	1/6
42889	6863	2/6
42890	6863	3/6
42891	6863	4/6
42892	6863	5/6
42893	6864	0/5
42894	6864	1/5
42895	X
42896	6864	2/5
42897	6864	3/5
42898	6864	4/5
42899	6865	0/6
42900	6865	1/6
42901	6865	2/6
42902	6865	3/6
42903	6865	4/6
42904	X
42905	6865	5/6
42906	6866	0/6
42907	6866	1/6
42908	6866	2/6
42909	6866	3/6
42910	6866	4/6
42911	X
42912	6866	5/6
42913	6867	0/5
42914	6867	1/5
42915	6867	2/5
42916	6867	3/5
42917	6867	4/5
42918	6868	0/6
42919	6868	1/6
42920	6868	2/6
42921	6868	3/6
42922	6868	4/6
42923	6868	5/6
42924	6869	0/6
42925	6869	1/6
42926	6869	2/6
42927	X
42928	6869	3/6
42929	6869	4/6
42930	6869	5/6
42931	X
42932	6870	0/5
42933	6870	1/5
42934	6870	2/5
42935	6870	3/5
42936	6870	4/5
42937	6871	0/6
42938	6871	1/6
42939	6871	2/6
42940	6871	3/6
42941	6871	4/6
42942	6871	5/6
42943	X
42944	6872	0/5
42945	6872	1/5
42946	6872	2/5
42947	6872	3/5
42948	6872	4/5
42949	6873	0/6
42950	6873	1/6
42951	6873	2/6
42952	6873	3/6
42953	6873	4/6
42954	6873	5/6
42955	6874	0/6
42956	6874	1/6
42957	X
42958	6874	2/6
42959	X
42960	6874	3/6
42961	6874	4/6
42962	6874	5/6
42963	6875	0/5
42964	6875	1/5
42965	6875	2/5
42966	6875	3/5
42967	6875	4/5
42968	6876	0/6
42969	6876	1/6
42970	6876	2/6
42971	6876	3/6
42972	6876	4/6
42973	6876	5/6
42974	6877	0/6
42975	X
42976	6877	1/6
42977	6877	2/6
42978	6877	3/6
42979	6877	4/6
42980	6877	5/6
42981	6878	0/5
42982	6878	1/5
42983	6878	2/5
42984	X
42985	6878	3/5
42986	6878	4/5
42987	6879	0/6
42988	6879	1/6
42989	6879	2/6
42990	6879	3/6
42991	X
42992	6879	4/6
42993	6879	5/6
42994	6880	0/5
42995	6880	1/5
42996	6880	2/5
42997	6880	3/5
42998	6880	4/5
42999	6881	0/6
43000	6881	1/6
43001	6881	2/6
43002	6881	3/6
43003	6881	4/6
43004	6881	5/6
43005	6882	0/6
43006	6882	1/6
43007	X
43008	6882	2/6
43009	6882	3/6
43010	6882	4/6
43011	X
43012	6882	5/6
43013	6883	0/5
43014	6883	1/5
43015	6883	2/5
43016	6883	3/5
43017	6883	4/5
43018	6884	0/6
43019	6884	1/6
43020	6884	2/6
43021	6884	3/6
43022	6884	4/6
43023	X
43024	6884	5/6
43025	6885	0/6
43026	6885	1/6
43027	6885	2/6
43028	6885	3/6
43029	6885	4/6
43030	6885	5/6
43031	6886	0/5
43032	6886	1/5
43033	6886	2/5
43034	6886	3/5
43035	6886	4/5
43036	6887	0/6
43037	X
43038	6887	1/6
43039	X
43040	6887	2/6
43041	6887	3/6
43042	6887	4/6
43043	6887	5/6
43044	6888	0/5
43045	6888	1/5
43046	6888	2/5
43047	6888	3/5
43048	6888	4/5
43049	6889	0/6
43050	6889	1/6
43051	6889	2/6
43052	6889	3/6
43053	6889	4/6
43054	6889	5/6
43055	X
43056	6890	0/6
43057	6890	1/6
43058	6890	2/6
43059	6890	3/6
43060	6890	4/6
43061	6890	5/6
43062	6891	0/5
43063	6891	1/5
43064	X
43065	6891	2/5
43066	6891	3/5
43067	6891	4/5
43068	6892	0/6
43069	6892	1/6
43070	6892	2/6
43071	X
43072	6892	3/6
43073	6892	4/6
43074	6892	5/6
43075	6893	0/6
43076	6893	1/6
43077	6893	2/6
43078	6893	3/6
43079	6893	4/6
43080	6893	5/6
43081	6894	0/5
43082	6894	1/5
43083	6894	2/5
43084	6894	3/5
43085	6894	4/5
43086	6895	0/6
43087	X
43088	6895	1/6
43089	6895	2/6
43090	6895	3/6
43091	X
43092	6895	4/6
43093	6895	5/6
43094	6896	0/5
43095	6896	1/5
43096	6896	2/5
43097	6896	3/5
43098	6896	4/5
43099	6897	0/6
43100	6897	1/6
43101	6897	2/6
43102	6897	3/6
43103	X
43104	6897	4/6
43105	6897	5/6
43106	6898	0/6
43107	6898	1/6
43108	6898	2/6
43109	6898	3/6
43110	6898	4/6
43111	6898	5/6
43112	6899	0/5
43113	6899	1/5
43114	6899	2/5
43115	6899	3/5
43116	6899	4/5
43117	X
43118	6900	0/6
43119	X
43120	6900	1/6
43121	6900	2/6
43122	6900	3/6
43123	6900	4/6
43124	6900	5/6
43125	6901	0/6
43126	6901	1/6
43127	6901	2/6
43128	6901	3/6
43129	6901	4/6
43130	6901	5/6
43131	6902	0/5
43132	6902	1/5
43133	6902	2/5
43134	6902	3/5
43135	X
43136	6902	4/5
43137	6903	0/6
43138	6903	1/6
43139	6903	2/6
43140	6903	3/6
43141	6903	4/6
43142	6903	5/6
43143	6904	0/5
43144	X
43145	6904	1/5
43146	6904	2/5
43147	6904	3/5
43148	6904	4/5
43149	6905	0/6
43150	6905	1/6
43151	X
43152	6905	2/6
43153	6905	3/6
43154	6905	4/6
43155	6905	5/6
43156	6906	0/6
43157	6906	1/6
43158	6906	2/6
43159	6906	3/6
43160	6906	4/6
43161	6906	5/6
43162	6907	0/5
43163	6907	1/5
43164	6907	2/5
43165	6907	3/5
43166	6907	4/5
43167	X
43168	6908	0/6
43169	6908	1/6
43170	6908	2/6
43171	X
43172	6908	3/6
43173	6908	4/6
43174	6908	5/6
43175	6909	0/6
43176	6909	1/6
43177	6909	2/6
43178	6909	3/6
43179	6909	4/6
43180	6909	5/6
43181	6910	0/5
43182	6910	1/5
43183	X
43184	6910	2/5
43185	6910	3/5
43186	6910	4/5
43187	6911	0/6
43188	6911	1/6
43189	6911	2/6
43190	6911	3/6
43191	6911	4/6
43192	6911	5/6
43193	6912	0/5
43194	6912	1/5
43195	6912	2/5
43196	6912	3/5
43197	X
43198	6912	4/5
43199	X
43200	6913	0/6
43201	6913	1/6
43202	6913	2/6
43203	6913	3/6
43204	6913	4/6
43205	6913	5/6
43206	6914	0/6
43207	6914	1/6
43208	6914	2/6
43209	6914	3/6
43210	6914	4/6
43211	6914	5/6
43212	6915	0/5
43213	6915	1/5
43214	6915	2/5
43215	X
43216	6915	3/5
43217	6915	4/5
43218	6916	0/6
43219	6916	1/6
43220	6916	2/6
43221	6916	3/6
43222	6916	4/6
43223	6916	5/6
43224	X
43225	6917	0/6
43226	6917	1/6
43227	6917	2/6
43228	6917	3/6
43229	6917	4/6
43230	6917	5/6
43231	X
43232	6918	0/5
43233	6918	1/5
43234	6918	2/5
43235	6918	3/5
43236	6918	4/5
43237	6919	0/6
43238	6919	1/6
43239	6919	2/6
43240	6919	3/6
43241	6919	4/6
43242	6919	5/6
43243	6920	0/5
43244	6920	1/5
43245	6920	2/5
43246	6920	3/5
43247	X
43248	6920	4/5
43249	6921	0/6
43250	6921	1/6
43251	X
43252	6921	2/6
43253	6921	3/6
43254	6921	4/6
43255	6921	5/6
43256	6922	0/6
43257	6922	1/6
43258	6922	2/6
43259	6922	3/6
43260	6922	4/6
43261	6922	5/6
43262	6923	0/5
43263	X
43264	6923	1/5
43265	6923	2/5
43266	6923	3/5
43267	6923	4/5
43268	6924	0/6
43269	6924	1/6
43270	6924	2/6
43271	6924	3/6
43272	6924	4/6
43273	6924	5/6
43274	6925	0/6
43275	6925	1/6
43276	6925	2/6
43277	X
43278	6925	3/6
43279	X
43280	6925	4/6
43281	6925	5/6
43282	6926	0/5
43283	6926	1/5
43284	6926	2/5
43285	6926	3/5
43286	6926	4/5
43287	6927	0/6
43288	6927	1/6
43289	6927	2/6
43290	6927	3/6
43291	6927	4/6
43292	6927	5/6
43293	6928	0/5
43294	6928	1/5
43295	X
43296	6928	2/5
43297	6928	3/5
43298	6928	4/5
43299	6929	0/6
43300	6929	1/6
43301	6929	2/6
43302	6929	3/6
