25/4	15+16	loop
13860	2218	4/6
13861	2218	5/6
13862	2219	0/5
13863	2219	1/5
13864	X
13865	2219	2/5
13866	2219	3/5
13867	2219	4/5
13868	2220	0/6
13869	2220	1/6
13870	2220	2/6
13871	X
13872	2220	3/6
13873	2220	4/6
13874	2220	5/6
13875	2221	0/6
13876	2221	1/6
13877	2221	2/6
13878	2221	3/6
13879	2221	4/6
13880	2221	5/6
13881	2222	0/5
13882	2222	1/5
13883	2222	2/5
13884	2222	3/5
13885	2222	4/5
13886	2223	0/6
13887	X
13888	2223	1/6
13889	2223	2/6
13890	2223	3/6
13891	X
13892	2223	4/6
13893	2223	5/6
13894	2224	0/5
13895	2224	1/5
13896	2224	2/5
13897	2224	3/5
13898	2224	4/5
13899	2225	0/6
13900	2225	1/6
13901	2225	2/6
13902	2225	3/6
13903	X
13904	2225	4/6
13905	2225	5/6
13906	2226	0/6
13907	2226	1/6
13908	2226	2/6
13909	2226	3/6
13910	2226	4/6
13911	2226	5/6
13912	2227	0/5
13913	2227	1/5
13914	2227	2/5
13915	2227	3/5
13916	2227	4/5
13917	X
13918	2228	0/6
13919	X
13920	2228	1/6
13921	2228	2/6
13922	2228	3/6
13923	2228	4/6
13924	2228	5/6
13925	2229	0/6
13926	2229	1/6
13927	2229	2/6
13928	2229	3/6
13929	2229	4/6
13930	2229	5/6
13931	2230	0/5
13932	2230	1/5
13933	2230	2/5
13934	2230	3/5
13935	X
13936	2230	4/5
13937	2231	0/6
13938	2231	1/6
13939	2231	2/6
13940	2231	3/6
13941	2231	4/6
13942	2231	5/6
13943	2232	0/5
13944	X
13945	2232	1/5
13946	2232	2/5
13947	2232	3/5
13948	2232	4/5
13949	2233	0/6
13950	2233	1/6
13951	X
13952	2233	2/6
13953	2233	3/6
13954	2233	4/6
13955	2233	5/6
13956	2234	0/6
13957	2234	1/6
13958	2234	2/6
13959	2234	3/6
13960	2234	4/6
13961	2234	5/6
13962	2235	0/5
13963	2235	1/5
13964	2235	2/5
13965	2235	3/5
13966	2235	4/5
13967	X
13968	2236	0/6
13969	2236	1/6
13970	2236	2/6
13971	X
13972	2236	3/6
13973	2236	4/6
13974	2236	5/6
13975	2237	0/6
13976	2237	1/6
13977	2237	2/6
13978	2237	3/6
13979	2237	4/6
13980	2237	5/6
13981	2238	0/5
13982	2238	1/5
13983	X
13984	2238	2/5
13985	2238	3/5
13986	2238	4/5
13987	2239	0/6
13988	2239	1/6
13989	2239	2/6
13990	2239	3/6
13991	2239	4/6
13992	2239	5/6
13993	2240	0/5
13994	2240	1/5
13995	2240	2/5
13996	2240	3/5
13997	X
13998	2240	4/5
13999	X
14000	2241	0/6
14001	2241	1/6
14002	2241	2/6
14003	2241	3/6
14004	2241	4/6
14005	2241	5/6
14006	2242	0/6
14007	2242	1/6
14008	2242	2/6
14009	2242	3/6
14010	2242	4/6
14011	2242	5/6
14012	2243	0/5
14013	2243	1/5
14014	2243	2/5
14015	X
14016	2243	3/5
14017	2243	4/5
14018	2244	0/6
14019	2244	1/6
14020	2244	2/6
14021	2244	3/6
14022	2244	4/6
14023	2244	5/6
14024	X
14025	2245	0/6
14026	2245	1/6
14027	2245	2/6
14028	2245	3/6
14029	2245	4/6
14030	2245	5/6
14031	X
14032	2246	0/5
14033	2246	1/5
14034	2246	2/5
14035	2246	3/5
14036	2246	4/5
14037	2247	0/6
14038	2247	1/6
14039	2247	2/6
14040	2247	3/6
14041	2247	4/6
14042	2247	5/6
14043	2248	0/5
14044	2248	1/5
14045	2248	2/5
14046	2248	3/5
14047	X
14048	2248	4/5
14049	2249	0/6
14050	2249	1/6
14051	X
14052	2249	2/6
14053	2249	3/6
14054	2249	4/6
14055	2249	5/6
14056	2250	0/6
14057	2250	1/6
14058	2250	2/6
14059	2250	3/6
14060	2250	4/6
14061	2250	5/6
14062	2251	0/5
14063	X
14064	2251	1/5
14065	2251	2/5
14066	2251	3/5
14067	2251	4/5
14068	2252	0/6
14069	2252	1/6
14070	2252	2/6
14071	2252	3/6
14072	2252	4/6
14073	2252	5/6
14074	2253	0/6
14075	2253	1/6
14076	2253	2/6
14077	X
14078	2253	3/6
14079	X
14080	2253	4/6
14081	2253	5/6
14082	2254	0/5
14083	2254	1/5
14084	2254	2/5
14085	2254	3/5
14086	2254	4/5
14087	2255	0/6
14088	2255	1/6
14089	2255	2/6
14090	2255	3/6
14091	2255	4/6
14092	2255	5/6
14093	2256	0/5
14094	2256	1/5
14095	X
14096	2256	2/5
14097	2256	3/5
14098	2256	4/5
14099	2257	0/6
14100	2257	1/6
14101	2257	2/6
14102	2257	3/6
14103	2257	4/6
14104	X
14105	2257	5/6
14106	2258	0/6
14107	2258	1/6
14108	2258	2/6
14109	2258	3/6
14110	2258	4/6
14111	X
14112	2258	5/6
14113	2259	0/5
14114	2259	1/5
14115	2259	2/5
14116	2259	3/5
14117	2259	4/5
14118	2260	0/6
14119	2260	1/6
14120	2260	2/6
14121	2260	3/6
14122	2260	4/6
14123	2260	5/6
14124	2261	0/6
14125	2261	1/6
14126	2261	2/6
14127	X
14128	2261	3/6
14129	2261	4/6
14130	2261	5/6
14131	X
14132	2262	0/5
14133	2262	1/5
14134	2262	2/5
14135	2262	3/5
14136	2262	4/5
14137	2263	0/6
14138	2263	1/6
14139	2263	2/6
14140	2263	3/6
14141	2263	4/6
14142	2263	5/6
14143	X
14144	2264	0/5
14145	2264	1/5
14146	2264	2/5
14147	2264	3/5
14148	2264	4/5
14149	2265	0/6
14150	2265	1/6
14151	2265	2/6
14152	2265	3/6
14153	2265	4/6
14154	2265	5/6
14155	2266	0/6
14156	2266	1/6
14157	X
14158	2266	2/6
14159	X
14160	2266	3/6
14161	2266	4/6
14162	2266	5/6
14163	2267	0/5
14164	2267	1/5
14165	2267	2/5
14166	2267	3/5
14167	2267	4/5
14168	2268	0/6
14169	2268	1/6
14170	2268	2/6
14171	2268	3/6
14172	2268	4/6
14173	2268	5/6
14174	2269	0/6
14175	X
14176	2269	1/6
14177	2269	2/6
14178	2269	3/6
14179	2269	4/6
14180	2269	5/6
14181	2270	0/5
14182	2270	1/5
14183	2270	2/5
14184	X
14185	2270	3/5
14186	2270	4/5
14187	2271	0/6
14188	2271	1/6
14189	2271	2/6
14190	2271	3/6
14191	X
14192	2271	4/6
14193	2271	5/6
14194	2272	0/5
14195	2272	1/5
14196	2272	2/5
14197	2272	3/5
14198	2272	4/5
14199	2273	0/6
14200	2273	1/6
14201	2273	2/6
14202	2273	3/6
14203	2273	4/6
14204	2273	5/6
14205	2274	0/6
14206	2274	1/6
14207	X
14208	2274	2/6
14209	2274	3/6
14210	2274	4/6
14211	X
14212	2274	5/6
14213	2275	0/5
14214	2275	1/5
14215	2275	2/5
14216	2275	3/5
14217	2275	4/5
14218	2276	0/6
14219	2276	1/6
14220	2276	2/6
14221	2276	3/6
14222	2276	4/6
14223	X
14224	2276	5/6
14225	2277	0/6
14226	2277	1/6
14227	2277	2/6
14228	2277	3/6
14229	2277	4/6
14230	2277	5/6
14231	2278	0/5
14232	2278	1/5
14233	2278	2/5
14234	2278	3/5
14235	2278	4/5
14236	2279	0/6
14237	X
14238	2279	1/6
14239	X
14240	2279	2/6
14241	2279	3/6
14242	2279	4/6
14243	2279	5/6
14244	2280	0/5
14245	2280	1/5
14246	2280	2/5
14247	2280	3/5
14248	2280	4/5
14249	2281	0/6
14250	2281	1/6
14251	2281	2/6
14252	2281	3/6
14253	2281	4/6
14254	2281	5/6
14255	X
14256	2282	0/6
14257	2282	1/6
14258	2282	2/6
14259	2282	3/6
14260	2282	4/6
14261	2282	5/6
14262	2283	0/5
14263	2283	1/5
14264	X
14265	2283	2/5
14266	2283	3/5
14267	2283	4/5
14268	2284	0/6
14269	2284	1/6
14270	2284	2/6
14271	X
14272	2284	3/6
14273	2284	4/6
14274	2284	5/6
14275	2285	0/6
14276	2285	1/6
14277	2285	2/6
14278	2285	3/6
14279	2285	4/6
14280	2285	5/6
14281	2286	0/5
14282	2286	1/5
14283	2286	2/5
14284	2286	3/5
14285	2286	4/5
14286	2287	0/6
14287	X
14288	2287	1/6
14289	2287	2/6
14290	2287	3/6
14291	X
14292	2287	4/6
14293	2287	5/6
14294	2288	0/5
14295	2288	1/5
14296	2288	2/5
14297	2288	3/5
14298	2288	4/5
14299	2289	0/6
14300	2289	1/6
14301	2289	2/6
14302	2289	3/6
14303	X
14304	2289	4/6
14305	2289	5/6
14306	2290	0/6
14307	2290	1/6
14308	2290	2/6
14309	2290	3/6
14310	2290	4/6
14311	2290	5/6
14312	2291	0/5
14313	2291	1/5
14314	2291	2/5
14315	2291	3/5
14316	2291	4/5
14317	X
14318	2292	0/6
14319	X
14320	2292	1/6
14321	2292	2/6
14322	2292	3/6
14323	2292	4/6
14324	2292	5/6
14325	2293	0/6
14326	2293	1/6
14327	2293	2/6
14328	2293	3/6
14329	2293	4/6
14330	2293	5/6
14331	2294	0/5
14332	2294	1/5
14333	2294	2/5
14334	2294	3/5
14335	X
14336	2294	4/5
14337	2295	0/6
14338	2295	1/6
14339	2295	2/6
14340	2295	3/6
14341	2295	4/6
14342	2295	5/6
14343	2296	0/5
14344	X
14345	2296	1/5
14346	2296	2/5
14347	2296	3/5
14348	2296	4/5
14349	2297	0/6
14350	2297	1/6
14351	X
14352	2297	2/6
14353	2297	3/6
14354	2297	4/6
14355	2297	5/6
14356	2298	0/6
14357	2298	1/6
14358	2298	2/6
14359	2298	3/6
14360	2298	4/6
14361	2298	5/6
14362	2299	0/5
14363	2299	1/5
14364	2299	2/5
14365	2299	3/5
14366	2299	4/5
14367	X
14368	2300	0/6
14369	2300	1/6
14370	2300	2/6
14371	X
14372	2300	3/6
14373	2300	4/6
14374	2300	5/6
14375	2301	0/6
14376	2301	1/6
14377	2301	2/6
14378	2301	3/6
14379	2301	4/6
14380	2301	5/6
14381	2302	0/5
14382	2302	1/5
14383	X
14384	2302	2/5
14385	2302	3/5
14386	2302	4/5
14387	2303	0/6
14388	2303	1/6
14389	2303	2/6
14390	2303	3/6
14391	2303	4/6
14392	2303	5/6
14393	2304	0/5
14394	2304	1/5
14395	2304	2/5
14396	2304	3/5
14397	X
14398	2304	4/5
14399	X
14400	2305	0/6
14401	2305	1/6
14402	2305	2/6
14403	2305	3/6
14404	2305	4/6
14405	2305	5/6
14406	2306	0/6
14407	2306	1/6
14408	2306	2/6
14409	2306	3/6
14410	2306	4/6
14411	2306	5/6
14412	2307	0/5
14413	2307	1/5
14414	2307	2/5
14415	X
14416	2307	3/5
14417	2307	4/5
14418	2308	0/6
14419	2308	1/6
14420	2308	2/6
14421	2308	3/6
14422	2308	4/6
14423	2308	5/6
14424	X
14425	2309	0/6
14426	2309	1/6
14427	2309	2/6
14428	2309	3/6
14429	2309	4/6
14430	2309	5/6
14431	X
14432	2310	0/5
14433	2310	1/5
14434	2310	2/5
14435	2310	3/5
14436	2310	4/5
14437	2311	0/6
14438	2311	1/6
14439	2311	2/6
14440	2311	3/6
14441	2311	4/6
14442	2311	5/6
14443	2312	0/5
14444	2312	1/5
14445	2312	2/5
14446	2312	3/5
14447	X
14448	2312	4/5
14449	2313	0/6
14450	2313	1/6
14451	X
14452	2313	2/6
14453	2313	3/6
14454	2313	4/6
14455	2313	5/6
14456	2314	0/6
14457	2314	1/6
14458	2314	2/6
14459	2314	3/6
14460	2314	4/6
14461	2314	5/6
14462	2315	0/5
14463	X
14464	2315	1/5
14465	2315	2/5
14466	2315	3/5
14467	2315	4/5
14468	2316	0/6
14469	2316	1/6
14470	2316	2/6
14471	2316	3/6
14472	2316	4/6
14473	2316	5/6
14474	2317	0/6
14475	2317	1/6
14476	2317	2/6
14477	X
14478	2317	3/6
14479	X
14480	2317	4/6
14481	2317	5/6
14482	2318	0/5
14483	2318	1/5
14484	2318	2/5
14485	2318	3/5
14486	2318	4/5
14487	2319	0/6
14488	2319	1/6
14489	2319	2/6
14490	2319	3/6
14491	2319	4/6
14492	2319	5/6
14493	2320	0/5
14494	2320	1/5
14495	X
14496	2320	2/5
14497	2320	3/5
14498	2320	4/5
14499	2321	0/6
14500	2321	1/6
14501	2321	2/6
14502	2321	3/6
14503	2321	4/6
14504	X
14505	2321	5/6
14506	2322	0/6
14507	2322	1/6
14508	2322	2/6
14509	2322	3/6
14510	2322	4/6
14511	X
14512	2322	5/6
14513	2323	0/5
14514	2323	1/5
14515	2323	2/5
14516	2323	3/5
14517	2323	4/5
14518	2324	0/6
14519	2324	1/6
14520	2324	2/6
14521	2324	3/6
14522	2324	4/6
14523	2324	5/6
14524	2325	0/6
14525	2325	1/6
14526	2325	2/6
14527	X
14528	2325	3/6
14529	2325	4/6
14530	2325	5/6
14531	X
14532	2326	0/5
14533	2326	1/5
14534	2326	2/5
14535	2326	3/5
14536	2326	4/5
14537	2327	0/6
14538	2327	1/6
14539	2327	2/6
14540	2327	3/6
14541	2327	4/6
14542	2327	5/6
14543	X
14544	2328	0/5
14545	2328	1/5
14546	2328	2/5
14547	2328	3/5
14548	2328	4/5
14549	2329	0/6
14550	2329	1/6
14551	2329	2/6
14552	2329	3/6
14553	2329	4/6
14554	2329	5/6
14555	2330	0/6
14556	2330	1/6
14557	X
14558	2330	2/6
14559	X
14560	2330	3/6
14561	2330	4/6
14562	2330	5/6
14563	2331	0/5
14564	2331	1/5
14565	2331	2/5
14566	2331	3/5
14567	2331	4/5
14568	2332	0/6
14569	2332	1/6
14570	2332	2/6
14571	2332	3/6
14572	2332	4/6
14573	2332	5/6
14574	2333	0/6
14575	X
14576	2333	1/6
14577	2333	2/6
14578	2333	3/6
14579	2333	4/6
14580	2333	5/6
14581	2334	0/5
14582	2334	1/5
14583	2334	2/5
14584	X
14585	2334	3/5
14586	2334	4/5
14587	2335	0/6
14588	2335	1/6
14589	2335	2/6
14590	2335	3/6
14591	X
14592	2335	4/6
14593	2335	5/6
14594	2336	0/5
14595	2336	1/5
14596	2336	2/5
14597	2336	3/5
14598	2336	4/5
14599	2337	0/6
14600	2337	1/6
14601	2337	2/6
14602	2337	3/6
14603	2337	4/6
14604	2337	5/6
14605	2338	0/6
14606	2338	1/6
14607	X
14608	2338	2/6
14609	2338	3/6
14610	2338	4/6
14611	X
14612	2338	5/6
14613	2339	0/5
14614	2339	1/5
14615	2339	2/5
14616	2339	3/5
14617	2339	4/5
14618	2340	0/6
14619	2340	1/6
14620	2340	2/6
14621	2340	3/6
14622	2340	4/6
14623	X
14624	2340	5/6
14625	2341	0/6
14626	2341	1/6
14627	2341	2/6
14628	2341	3/6
14629	2341	4/6
14630	2341	5/6
14631	2342	0/5
14632	2342	1/5
14633	2342	2/5
14634	2342	3/5
14635	2342	4/5
14636	2343	0/6
14637	X
14638	2343	1/6
14639	X
14640	2343	2/6
14641	2343	3/6
14642	2343	4/6
14643	2343	5/6
14644	2344	0/5
14645	2344	1/5
14646	2344	2/5
14647	2344	3/5
14648	2344	4/5
14649	2345	0/6
14650	2345	1/6
14651	2345	2/6
14652	2345	3/6
14653	2345	4/6
14654	2345	5/6
14655	X
14656	2346	0/6
14657	2346	1/6
14658	2346	2/6
14659	2346	3/6
14660	2346	4/6
14661	2346	5/6
14662	2347	0/5
14663	2347	1/5
14664	X
14665	2347	2/5
14666	2347	3/5
14667	2347	4/5
14668	2348	0/6
14669	2348	1/6
14670	2348	2/6
14671	X
14672	2348	3/6
14673	2348	4/6
14674	2348	5/6
14675	2349	0/6
14676	2349	1/6
14677	2349	2/6
14678	2349	3/6
14679	2349	4/6
14680	2349	5/6
14681	2350	0/5
14682	2350	1/5
14683	2350	2/5
14684	2350	3/5
14685	2350	4/5
14686	2351	0/6
14687	X
14688	2351	1/6
14689	2351	2/6
14690	2351	3/6
14691	X
14692	2351	4/6
14693	2351	5/6
14694	2352	0/5
14695	2352	1/5
14696	2352	2/5
14697	2352	3/5
14698	2352	4/5
14699	2353	0/6
14700	2353	1/6
14701	2353	2/6
14702	2353	3/6
14703	X
14704	2353	4/6
14705	2353	5/6
14706	2354	0/6
14707	2354	1/6
14708	2354	2/6
14709	2354	3/6
14710	2354	4/6
14711	2354	5/6
14712	2355	0/5
14713	2355	1/5
14714	2355	2/5
14715	2355	3/5
14716	2355	4/5
14717	X
14718	2356	0/6
14719	X
14720	2356	1/6
14721	2356	2/6
14722	2356	3/6
14723	2356	4/6
14724	2356	5/6
14725	2357	0/6
14726	2357	1/6
14727	2357	2/6
14728	2357	3/6
14729	2357	4/6
14730	2357	5/6
14731	2358	0/5
14732	2358	1/5
14733	2358	2/5
14734	2358	3/5
14735	X
14736	2358	4/5
14737	2359	0/6
14738	2359	1/6
14739	2359	2/6
14740	2359	3/6
14741	2359	4/6
14742	2359	5/6
14743	2360	0/5
14744	X
14745	2360	1/5
14746	2360	2/5
14747	2360	3/5
14748	2360	4/5
14749	2361	0/6
14750	2361	1/6
14751	X
14752	2361	2/6
14753	2361	3/6
14754	2361	4/6
14755	2361	5/6
14756	2362	0/6
14757	2362	1/6
14758	2362	2/6
14759	2362	3/6
14760	2362	4/6
14761	2362	5/6
14762	2363	0/5
14763	2363	1/5
14764	2363	2/5
14765	2363	3/5
14766	2363	4/5
14767	X
14768	2364	0/6
14769	2364	1/6
14770	2364	2/6
14771	X
14772	2364	3/6
14773	2364	4/6
14774	2364	5/6
14775	2365	0/6
14776	2365	1/6
14777	2365	2/6
14778	2365	3/6
14779	2365	4/6
14780	2365	5/6
14781	2366	0/5
14782	2366	1/5
14783	X
14784	2366	2/5
14785	2366	3/5
14786	2366	4/5
14787	2367	0/6
14788	2367	1/6
14789	2367	2/6
14790	2367	3/6
14791	2367	4/6
14792	2367	5/6
14793	2368	0/5
14794	2368	1/5
14795	2368	2/5
14796	2368	3/5
14797	X
14798	2368	4/5
14799	X
14800	2369	0/6
14801	2369	1/6
14802	2369	2/6
14803	2369	3/6
14804	2369	4/6
14805	2369	5/6
14806	2370	0/6
14807	2370	1/6
14808	2370	2/6
14809	2370	3/6
14810	2370	4/6
14811	2370	5/6
14812	2371	0/5
14813	2371	1/5
14814	2371	2/5
14815	X
14816	2371	3/5
14817	2371	4/5
14818	2372	0/6
14819	2372	1/6
14820	2372	2/6
14821	2372	3/6
14822	2372	4/6
14823	2372	5/6
14824	X
14825	2373	0/6
14826	2373	1/6
14827	2373	2/6
14828	2373	3/6
14829	2373	4/6
14830	2373	5/6
14831	X
14832	2374	0/5
14833	2374	1/5
14834	2374	2/5
14835	2374	3/5
14836	2374	4/5
14837	2375	0/6
14838	2375	1/6
14839	2375	2/6
14840	2375	3/6
14841	2375	4/6
14842	2375	5/6
14843	2376	0/5
14844	2376	1/5
14845	2376	2/5
14846	2376	3/5
14847	X
14848	2376	4/5
14849	2377	0/6
14850	2377	1/6
14851	X
14852	2377	2/6
14853	2377	3/6
14854	2377	4/6
14855	2377	5/6
14856	2378	0/6
14857	2378	1/6
14858	2378	2/6
14859	2378	3/6
14860	2378	4/6
14861	2378	5/6
14862	2379	0/5
14863	X
14864	2379	1/5
14865	2379	2/5
14866	2379	3/5
14867	2379	4/5
14868	2380	0/6
14869	2380	1/6
14870	2380	2/6
14871	2380	3/6
14872	2380	4/6
14873	2380	5/6
14874	2381	0/6
14875	2381	1/6
14876	2381	2/6
14877	X
14878	2381	3/6
14879	X
14880	2381	4/6
14881	2381	5/6
14882	2382	0/5
14883	2382	1/5
14884	2382	2/5
14885	2382	3/5
14886	2382	4/5
14887	2383	0/6
14888	2383	1/6
14889	2383	2/6
14890	2383	3/6
14891	2383	4/6
14892	2383	5/6
14893	2384	0/5
14894	2384	1/5
14895	X
14896	2384	2/5
14897	2384	3/5
14898	2384	4/5
14899	2385	0/6
14900	2385	1/6
14901	2385	2/6
14902	2385	3/6
14903	2385	4/6
14904	X
14905	2385	5/6
14906	2386	0/6
14907	2386	1/6
14908	2386	2/6
14909	2386	3/6
14910	2386	4/6
14911	X
14912	2386	5/6
14913	2387	0/5
14914	2387	1/5
14915	2387	2/5
14916	2387	3/5
14917	2387	4/5
14918	2388	0/6
14919	2388	1/6
14920	2388	2/6
14921	2388	3/6
14922	2388	4/6
14923	2388	5/6
14924	2389	0/6
14925	2389	1/6
14926	2389	2/6
14927	X
14928	2389	3/6
14929	2389	4/6
14930	2389	5/6
14931	X
14932	2390	0/5
14933	2390	1/5
14934	2390	2/5
14935	2390	3/5
14936	2390	4/5
14937	2391	0/6
14938	2391	1/6
14939	2391	2/6
14940	2391	3/6
14941	2391	4/6
14942	2391	5/6
14943	X
14944	2392	0/5
14945	2392	1/5
14946	2392	2/5
14947	2392	3/5
14948	2392	4/5
14949	2393	0/6
14950	2393	1/6
14951	2393	2/6
14952	2393	3/6
14953	2393	4/6
14954	2393	5/6
14955	2394	0/6
14956	2394	1/6
14957	X
14958	2394	2/6
14959	X
14960	2394	3/6
14961	2394	4/6
14962	2394	5/6
14963	2395	0/5
14964	2395	1/5
14965	2395	2/5
14966	2395	3/5
14967	2395	4/5
14968	2396	0/6
14969	2396	1/6
14970	2396	2/6
14971	2396	3/6
14972	2396	4/6
14973	2396	5/6
14974	2397	0/6
14975	X
14976	2397	1/6
14977	2397	2/6
14978	2397	3/6
14979	2397	4/6
14980	2397	5/6
14981	2398	0/5
14982	2398	1/5
14983	2398	2/5
14984	X
14985	2398	3/5
14986	2398	4/5
14987	2399	0/6
14988	2399	1/6
14989	2399	2/6
14990	2399	3/6
14991	X
14992	2399	4/6
14993	2399	5/6
14994	2400	0/5
14995	2400	1/5
14996	2400	2/5
14997	2400	3/5
14998	2400	4/5
14999	2401	0/6
15000	2401	1/6
15001	2401	2/6
15002	2401	3/6
15003	2401	4/6
15004	2401	5/6
15005	2402	0/6
15006	2402	1/6
15007	X
15008	2402	2/6
15009	2402	3/6
15010	2402	4/6
15011	X
15012	2402	5/6
15013	2403	0/5
15014	2403	1/5
15015	2403	2/5
15016	2403	3/5
15017	2403	4/5
15018	2404	0/6
15019	2404	1/6
15020	2404	2/6
15021	2404	3/6
15022	2404	4/6
15023	X
15024	2404	5/6
15025	2405	0/6
15026	2405	1/6
15027	2405	2/6
15028	2405	3/6
15029	2405	4/6
15030	2405	5/6
15031	2406	0/5
15032	2406	1/5
15033	2406	2/5
15034	2406	3/5
15035	2406	4/5
15036	2407	0/6
15037	X
15038	2407	1/6
15039	X
15040	2407	2/6
15041	2407	3/6
15042	2407	4/6
15043	2407	5/6
15044	2408	0/5
15045	2408	1/5
15046	2408	2/5
15047	2408	3/5
15048	2408	4/5
15049	2409	0/6
15050	2409	1/6
15051	2409	2/6
15052	2409	3/6
15053	2409	4/6
15054	2409	5/6
15055	X
15056	2410	0/6
15057	2410	1/6
15058	2410	2/6
15059	2410	3/6
15060	2410	4/6
15061	2410	5/6
15062	2411	0/5
15063	2411	1/5
15064	X
15065	2411	2/5
15066	2411	3/5
15067	2411	4/5
15068	2412	0/6
15069	2412	1/6
15070	2412	2/6
15071	X
15072	2412	3/6
15073	2412	4/6
15074	2412	5/6
15075	2413	0/6
15076	2413	1/6
15077	2413	2/6
15078	2413	3/6
15079	2413	4/6
15080	2413	5/6
15081	2414	0/5
15082	2414	1/5
15083	2414	2/5
15084	2414	3/5
15085	2414	4/5
15086	2415	0/6
15087	X
15088	2415	1/6
15089	2415	2/6
15090	2415	3/6
15091	X
15092	2415	4/6
15093	2415	5/6
15094	2416	0/5
15095	2416	1/5
15096	2416	2/5
15097	2416	3/5
15098	2416	4/5
15099	2417	0/6
15100	2417	1/6
15101	2417	2/6
15102	2417	3/6
15103	X
15104	2417	4/6
15105	2417	5/6
15106	2418	0/6
15107	2418	1/6
15108	2418	2/6
15109	2418	3/6
15110	2418	4/6
15111	2418	5/6
15112	2419	0/5
15113	2419	1/5
15114	2419	2/5
15115	2419	3/5
15116	2419	4/5
15117	X
15118	2420	0/6
15119	X
15120	2420	1/6
15121	2420	2/6
15122	2420	3/6
15123	2420	4/6
15124	2420	5/6
15125	2421	0/6
15126	2421	1/6
15127	2421	2/6
15128	2421	3/6
15129	2421	4/6
15130	2421	5/6
15131	2422	0/5
15132	2422	1/5
15133	2422	2/5
15134	2422	3/5
15135	X
15136	2422	4/5
15137	2423	0/6
15138	2423	1/6
15139	2423	2/6
15140	2423	3/6
15141	2423	4/6
15142	2423	5/6
15143	2424	0/5
15144	X
15145	2424	1/5
15146	2424	2/5
15147	2424	3/5
15148	2424	4/5
15149	2425	0/6
15150	2425	1/6
15151	X
15152	2425	2/6
15153	2425	3/6
15154	2425	4/6
15155	2425	5/6
15156	2426	0/6
15157	2426	1/6
15158	2426	2/6
15159	2426	3/6
15160	2426	4/6
15161	2426	5/6
15162	2427	0/5
15163	2427	1/5
15164	2427	2/5
15165	2427	3/5
15166	2427	4/5
15167	X
15168	2428	0/6
15169	2428	1/6
15170	2428	2/6
15171	X
15172	2428	3/6
15173	2428	4/6
15174	2428	5/6
15175	2429	0/6
15176	2429	1/6
15177	2429	2/6
15178	2429	3/6
15179	2429	4/6
15180	2429	5/6
15181	2430	0/5
15182	2430	1/5
15183	X
15184	2430	2/5
15185	2430	3/5
15186	2430	4/5
15187	2431	0/6
15188	2431	1/6
15189	2431	2/6
15190	2431	3/6
15191	2431	4/6
15192	2431	5/6
15193	2432	0/5
15194	2432	1/5
15195	2432	2/5
15196	2432	3/5
15197	X
15198	2432	4/5
15199	X
15200	2433	0/6
15201	2433	1/6
15202	2433	2/6
15203	2433	3/6
15204	2433	4/6
15205	2433	5/6
15206	2434	0/6
15207	2434	1/6
15208	2434	2/6
15209	2434	3/6
15210	2434	4/6
15211	2434	5/6
15212	2435	0/5
15213	2435	1/5
15214	2435	2/5
15215	X
15216	2435	3/5
15217	2435	4/5
15218	2436	0/6
15219	2436	1/6
15220	2436	2/6
15221	2436	3/6
15222	2436	4/6
15223	2436	5/6
15224	X
15225	2437	0/6
15226	2437	1/6
15227	2437	2/6
15228	2437	3/6
15229	2437	4/6
15230	2437	5/6
15231	X
15232	2438	0/5
15233	2438	1/5
15234	2438	2/5
15235	2438	3/5
15236	2438	4/5
15237	2439	0/6
15238	2439	1/6
15239	2439	2/6
15240	2439	3/6
15241	2439	4/6
15242	2439	5/6
15243	2440	0/5
15244	2440	1/5
15245	2440	2/5
15246	2440	3/5
15247	X
15248	2440	4/5
15249	2441	0/6
15250	2441	1/6
15251	X
15252	2441	2/6
15253	2441	3/6
15254	2441	4/6
15255	2441	5/6
15256	2442	0/6
15257	2442	1/6
15258	2442	2/6
15259	2442	3/6
15260	2442	4/6
15261	2442	5/6
15262	2443	0/5
15263	X
15264	2443	1/5
15265	2443	2/5
15266	2443	3/5
15267	2443	4/5
15268	2444	0/6
15269	2444	1/6
15270	2444	2/6
15271	2444	3/6
15272	2444	4/6
15273	2444	5/6
15274	2445	0/6
15275	2445	1/6
15276	2445	2/6
15277	X
15278	2445	3/6
15279	X
15280	2445	4/6
15281	2445	5/6
15282	2446	0/5
15283	2446	1/5
15284	2446	2/5
15285	2446	3/5
15286	2446	4/5
15287	2447	0/6
15288	2447	1/6
15289	2447	2/6
15290	2447	3/6
15291	2447	4/6
15292	2447	5/6
15293	2448	0/5
15294	2448	1/5
15295	X
15296	2448	2/5
15297	2448	3/5
15298	2448	4/5
15299	2449	0/6
15300	2449	1/6
15301	2449	2/6
15302	2449	3/6
15303	2449	4/6
15304	X
15305	2449	5/6
15306	2450	0/6
15307	2450	1/6
15308	2450	2/6
15309	2450	3/6
15310	2450	4/6
15311	X
15312	2450	5/6
15313	2451	0/5
15314	2451	1/5
15315	2451	2/5
15316	2451	3/5
15317	2451	4/5
15318	2452	0/6
15319	2452	1/6
15320	2452	2/6
15321	2452	3/6
15322	2452	4/6
15323	2452	5/6
15324	2453	0/6
15325	2453	1/6
15326	2453	2/6
15327	X
15328	2453	3/6
15329	2453	4/6
15330	2453	5/6
15331	X
