3003/400	7+8	(Soul	Blade)
1449	194	0/7
1450	194	1/7
1451	194	2/7
1452	194	3/7
1453	194	4/7
1454	194	5/7
1455	X
1456	194	6/7
1457	195	0/6
1458	195	1/6
1459	195	2/6
1460	195	3/6
1461	195	4/6
1462	195	5/6
1463	X
1464	196	0/7
1465	196	1/7
1466	196	2/7
1467	196	3/7
1468	196	4/7
1469	196	5/7
1470	196	6/7
1471	X
1472	197	0/6
1473	197	1/6
1474	197	2/6
1475	197	3/6
1476	197	4/6
1477	197	5/6
1478	198	0/7
1479	X
1480	198	1/7
1481	198	2/7
1482	198	3/7
1483	198	4/7
1484	198	5/7
1485	198	6/7
1486	199	0/6
1487	X
1488	199	1/6
1489	199	2/6
1490	199	3/6
1491	199	4/6
1492	199	5/6
1493	200	0/7
1494	200	1/7
1495	X
1496	200	2/7
1497	200	3/7
1498	200	4/7
1499	200	5/7
1500	200	6/7
1501	201	0/6
1502	201	1/6
1503	X
1504	201	2/6
1505	201	3/6
1506	201	4/6
1507	201	5/6
1508	202	0/7
1509	202	1/7
1510	202	2/7
1511	X
1512	202	3/7
1513	202	4/7
1514	202	5/7
1515	202	6/7
1516	203	0/6
1517	203	1/6
1518	203	2/6
1519	X
1520	203	3/6
1521	203	4/6
1522	203	5/6
1523	204	0/7
1524	204	1/7
1525	204	2/7
1526	204	3/7
1527	X
1528	204	4/7
1529	204	5/7
1530	204	6/7
1531	205	0/6
1532	205	1/6
1533	205	2/6
1534	205	3/6
1535	X
1536	205	4/6
1537	205	5/6
1538	206	0/7
1539	206	1/7
1540	206	2/7
1541	206	3/7
1542	206	4/7
1543	X
1544	206	5/7
1545	206	6/7
1546	207	0/6
1547	207	1/6
1548	207	2/6
1549	207	3/6
1550	207	4/6
1551	X
1552	207	5/6
1553	208	0/7
1554	208	1/7
1555	208	2/7
1556	208	3/7
1557	208	4/7
1558	208	5/7
1559	X
1560	208	6/7
1561	209	0/7
1562	209	1/7
1563	209	2/7
1564	209	3/7
1565	209	4/7
1566	209	5/7
1567	X
1568	209	6/7
1569	210	0/7
1570	210	1/7
1571	210	2/7
1572	210	3/7
1573	210	4/7
1574	210	5/7
1575	X
1576	210	6/7
1577	211	0/6
1578	211	1/6
1579	211	2/6
1580	211	3/6
1581	211	4/6
1582	211	5/6
1583	X
1584	212	0/7
1585	212	1/7
1586	212	2/7
1587	212	3/7
1588	212	4/7
1589	212	5/7
1590	212	6/7
1591	X
1592	213	0/6
1593	213	1/6
1594	213	2/6
1595	213	3/6
1596	213	4/6
1597	213	5/6
1598	214	0/7
1599	X
1600	214	1/7
1601	214	2/7
1602	214	3/7
1603	214	4/7
1604	214	5/7
1605	214	6/7
1606	215	0/6
1607	X
1608	215	1/6
1609	215	2/6
1610	215	3/6
1611	215	4/6
1612	215	5/6
1613	216	0/7
1614	216	1/7
1615	X
1616	216	2/7
1617	216	3/7
1618	216	4/7
1619	216	5/7
1620	216	6/7
1621	217	0/6
1622	217	1/6
1623	X
1624	217	2/6
